date,reference_start,target_range,field,value
2023-09-22,2024-06-19T00:00:00Z,525bps - 550bps,Prob: 300bps - 325bps,1.62
2023-09-22,2024-06-19T00:00:00Z,525bps - 550bps,Prob: 325bps - 350bps,1.97
2023-09-22,2024-06-19T00:00:00Z,525bps - 550bps,Prob: 350bps - 375bps,2.06
2023-09-22,2024-06-19T00:00:00Z,525bps - 550bps,Prob: 375bps - 400bps,1.90
2023-09-22,2024-06-19T00:00:00Z,525bps - 550bps,Prob: 400bps - 425bps,1.70
2023-09-22,2024-06-19T00:00:00Z,525bps - 550bps,Prob: 425bps - 450bps,1.89
2023-09-22,2024-06-19T00:00:00Z,525bps - 550bps,Prob: 450bps - 475bps,3.40
2023-09-22,2024-06-19T00:00:00Z,525bps - 550bps,Prob: 475bps - 500bps,7.56
2023-09-22,2024-06-19T00:00:00Z,525bps - 550bps,Prob: 500bps - 525bps,14.21
2023-09-22,2024-06-19T00:00:00Z,525bps - 550bps,Prob: 525bps - 550bps,19.61
2023-09-22,2024-06-19T00:00:00Z,525bps - 550bps,Prob: 550bps - 575bps,19.19
2023-09-22,2024-06-19T00:00:00Z,525bps - 550bps,Prob: 575bps - 600bps,13.24
2023-09-22,2024-06-19T00:00:00Z,525bps - 550bps,Prob: 600bps - 625bps,6.54
2023-09-22,2024-06-19T00:00:00Z,525bps - 550bps,Prob: 625bps - 650bps,2.44
2023-09-22,2024-06-19T00:00:00Z,525bps - 550bps,Prob: 650bps - 675bps,0.82
2023-09-22,2024-09-18T00:00:00Z,525bps - 550bps,Rate: 25th percentile,455.55
2023-09-22,2024-09-18T00:00:00Z,525bps - 550bps,Rate: mean,495.24
2023-09-22,2024-09-18T00:00:00Z,525bps - 550bps,Rate: mode,540.60
2023-09-22,2024-09-18T00:00:00Z,525bps - 550bps,Rate: 75th percentile,570.76
2023-09-22,2024-09-18T00:00:00Z,525bps - 550bps,Prob: cut,51.00
2023-09-22,2024-09-18T00:00:00Z,525bps - 550bps,Prob: hike,35.56
2023-09-22,2024-09-18T00:00:00Z,525bps - 550bps,Prob: 175bps - 200bps,0.46
2023-09-22,2024-09-18T00:00:00Z,525bps - 550bps,Prob: 200bps - 225bps,0.73
2023-09-22,2024-09-18T00:00:00Z,525bps - 550bps,Prob: 225bps - 250bps,1.10
2023-09-22,2024-09-18T00:00:00Z,525bps - 550bps,Prob: 250bps - 275bps,1.54
2023-09-22,2024-09-18T00:00:00Z,525bps - 550bps,Prob: 275bps - 300bps,1.97
2023-09-22,2024-09-18T00:00:00Z,525bps - 550bps,Prob: 300bps - 325bps,2.29
2023-09-22,2024-09-18T00:00:00Z,525bps - 550bps,Prob: 325bps - 350bps,2.42
2023-09-22,2024-09-18T00:00:00Z,525bps - 550bps,Prob: 350bps - 375bps,2.44
2023-09-22,2024-09-18T00:00:00Z,525bps - 550bps,Prob: 375bps - 400bps,2.50
2023-09-22,2024-09-18T00:00:00Z,525bps - 550bps,Prob: 400bps - 425bps,2.92
2023-09-22,2024-09-18T00:00:00Z,525bps - 550bps,Prob: 425bps - 450bps,4.09
2023-09-22,2024-09-18T00:00:00Z,525bps - 550bps,Prob: 450bps - 475bps,6.35
2023-09-22,2024-09-18T00:00:00Z,525bps - 550bps,Prob: 475bps - 500bps,9.51
2023-09-22,2024-09-18T00:00:00Z,525bps - 550bps,Prob: 500bps - 525bps,12.59
2023-09-22,2024-09-18T00:00:00Z,525bps - 550bps,Prob: 525bps - 550bps,14.09
2023-09-22,2024-09-18T00:00:00Z,525bps - 550bps,Prob: 550bps - 575bps,13.13
2023-09-22,2024-09-18T00:00:00Z,525bps - 550bps,Prob: 575bps - 600bps,10.14
2023-09-22,2024-09-18T00:00:00Z,525bps - 550bps,Prob: 600bps - 625bps,6.51
2023-09-22,2024-09-18T00:00:00Z,525bps - 550bps,Prob: 625bps - 650bps,3.53
2023-09-22,2024-09-18T00:00:00Z,525bps - 550bps,Prob: 650bps - 675bps,1.68
2023-09-22,2024-12-18T00:00:00Z,525bps - 525bps,Rate: 25th percentile,403.57
2023-09-22,2024-12-18T00:00:00Z,525bps - 525bps,Rate: mean,463.86
2023-09-22,2024-12-18T00:00:00Z,525bps - 525bps,Rate: mode,515.63
2023-09-22,2024-12-18T00:00:00Z,525bps - 525bps,Rate: 75th percentile,554.91
2023-09-22,2025-03-19T00:00:00Z,525bps - 525bps,Rate: 25th percentile,352.97
2023-09-22,2025-03-19T00:00:00Z,525bps - 525bps,Rate: mean,435.51
2023-09-22,2025-03-19T00:00:00Z,525bps - 525bps,Rate: mode,492.56
2023-09-22,2025-03-19T00:00:00Z,525bps - 525bps,Rate: 75th percentile,540.21
2023-09-22,2025-06-18T00:00:00Z,525bps - 525bps,Rate: 25th percentile,319.08
2023-09-22,2025-06-18T00:00:00Z,525bps - 525bps,Rate: mean,415.15
2023-09-22,2025-06-18T00:00:00Z,525bps - 525bps,Rate: mode,458.44
2023-09-22,2025-06-18T00:00:00Z,525bps - 525bps,Rate: 75th percentile,528.36
2023-09-22,2025-09-17T00:00:00Z,525bps - 525bps,Rate: 25th percentile,298.15
2023-09-22,2025-09-17T00:00:00Z,525bps - 525bps,Rate: mean,402.51
2023-09-22,2025-09-17T00:00:00Z,525bps - 525bps,Rate: mode,416.06
2023-09-22,2025-09-17T00:00:00Z,525bps - 525bps,Rate: 75th percentile,519.75
2023-09-22,2025-12-17T00:00:00Z,525bps - 525bps,Rate: 25th percentile,281.12
2023-09-22,2025-12-17T00:00:00Z,525bps - 525bps,Rate: mean,396.50
2023-09-22,2025-12-17T00:00:00Z,525bps - 525bps,Rate: mode,409.17
2023-09-22,2025-12-17T00:00:00Z,525bps - 525bps,Rate: 75th percentile,509.70
2023-09-22,2026-03-18T00:00:00Z,525bps - 525bps,Rate: 25th percentile,278.62
2023-09-22,2026-03-18T00:00:00Z,525bps - 525bps,Rate: mean,392.89
2023-09-22,2026-03-18T00:00:00Z,525bps - 525bps,Rate: mode,392.70
2023-09-22,2026-03-18T00:00:00Z,525bps - 525bps,Rate: 75th percentile,501.67
2023-09-22,2026-06-17T00:00:00Z,525bps - 525bps,Rate: 25th percentile,250.88
2023-09-22,2026-06-17T00:00:00Z,525bps - 525bps,Rate: mean,391.07
2023-09-22,2026-06-17T00:00:00Z,525bps - 525bps,Rate: mode,380.89
2023-09-22,2026-06-17T00:00:00Z,525bps - 525bps,Rate: 75th percentile,505.96
2023-09-25,2023-12-20T00:00:00Z,525bps - 550bps,Rate: 25th percentile,537.50
2023-09-25,2023-12-20T00:00:00Z,525bps - 550bps,Rate: mean,546.77
2023-09-25,2023-12-20T00:00:00Z,525bps - 550bps,Rate: mode,544.78
2023-09-25,2023-12-20T00:00:00Z,525bps - 550bps,Rate: 75th percentile,558.83
2023-09-25,2023-12-20T00:00:00Z,525bps - 550bps,Prob: cut,6.83
2023-09-25,2023-12-20T00:00:00Z,525bps - 550bps,Prob: hike,44.14
2023-09-25,2023-12-20T00:00:00Z,525bps - 550bps,Prob: 500bps - 525bps,4.86
2023-09-25,2023-12-20T00:00:00Z,525bps - 550bps,Prob: 525bps - 550bps,50.78
2023-09-25,2023-12-20T00:00:00Z,525bps - 550bps,Prob: 550bps - 575bps,39.78
2023-09-25,2023-12-20T00:00:00Z,525bps - 550bps,Prob: 575bps - 600bps,4.57
2023-09-25,2024-03-20T00:00:00Z,525bps - 550bps,Rate: 25th percentile,528.83
2023-09-25,2024-03-20T00:00:00Z,525bps - 550bps,Rate: mean,538.19
2023-09-25,2024-03-20T00:00:00Z,525bps - 550bps,Rate: mode,552.97
2023-09-25,2024-03-20T00:00:00Z,525bps - 550bps,Rate: 75th percentile,569.35
2023-09-25,2024-03-20T00:00:00Z,525bps - 550bps,Prob: cut,21.83
2023-09-25,2024-03-20T00:00:00Z,525bps - 550bps,Prob: hike,50.17
2023-09-25,2024-03-20T00:00:00Z,525bps - 550bps,Prob: 325bps - 350bps,0.72
2023-09-25,2024-03-20T00:00:00Z,525bps - 550bps,Prob: 350bps - 375bps,0.98
2023-09-25,2024-03-20T00:00:00Z,525bps - 550bps,Prob: 375bps - 400bps,1.18
2023-09-25,2024-03-20T00:00:00Z,525bps - 550bps,Prob: 400bps - 425bps,1.37
2023-09-25,2024-03-20T00:00:00Z,525bps - 550bps,Prob: 425bps - 450bps,1.43
2023-09-25,2024-03-20T00:00:00Z,525bps - 550bps,Prob: 450bps - 475bps,1.28
2023-09-25,2024-03-20T00:00:00Z,525bps - 550bps,Prob: 475bps - 500bps,2.42
2023-09-25,2024-03-20T00:00:00Z,525bps - 550bps,Prob: 500bps - 525bps,11.17
2023-09-25,2024-03-20T00:00:00Z,525bps - 550bps,Prob: 525bps - 550bps,29.06
2023-09-25,2024-03-20T00:00:00Z,525bps - 550bps,Prob: 550bps - 575bps,32.21
2023-09-25,2024-03-20T00:00:00Z,525bps - 550bps,Prob: 575bps - 600bps,15.04
2023-09-25,2024-03-20T00:00:00Z,525bps - 550bps,Prob: 600bps - 625bps,3.13
2023-09-25,2024-06-19T00:00:00Z,525bps - 550bps,Rate: 25th percentile,497.96
2023-09-25,2024-06-19T00:00:00Z,525bps - 550bps,Rate: mean,520.95
2023-09-25,2024-06-19T00:00:00Z,525bps - 550bps,Rate: mode,549.23
2023-09-25,2024-06-19T00:00:00Z,525bps - 550bps,Rate: 75th percentile,573.91
2023-09-25,2024-06-19T00:00:00Z,525bps - 550bps,Prob: cut,39.24
2023-09-25,2024-06-19T00:00:00Z,525bps - 550bps,Prob: hike,42.43
2023-09-25,2024-06-19T00:00:00Z,525bps - 550bps,Prob: 250bps - 275bps,0.74
2023-09-25,2024-06-19T00:00:00Z,525bps - 550bps,Prob: 275bps - 300bps,1.13
2023-09-25,2024-06-19T00:00:00Z,525bps - 550bps,Prob: 300bps - 325bps,1.47
2023-09-25,2024-06-19T00:00:00Z,525bps - 550bps,Prob: 325bps - 350bps,1.67
2023-09-25,2024-06-19T00:00:00Z,525bps - 550bps,Prob: 350bps - 375bps,1.72
2023-09-25,2024-06-19T00:00:00Z,525bps - 550bps,Prob: 375bps - 400bps,1.74
2023-09-25,2024-06-19T00:00:00Z,525bps - 550bps,Prob: 400bps - 425bps,1.88
2023-09-25,2024-06-19T00:00:00Z,525bps - 550bps,Prob: 425bps - 450bps,2.42
2023-09-25,2024-06-19T00:00:00Z,525bps - 550bps,Prob: 450bps - 475bps,4.03
2023-09-25,2024-06-19T00:00:00Z,525bps - 550bps,Prob: 475bps - 500bps,7.88
2023-09-25,2024-06-19T00:00:00Z,525bps - 550bps,Prob: 500bps - 525bps,13.97
2023-09-25,2024-06-19T00:00:00Z,525bps - 550bps,Prob: 525bps - 550bps,19.08
2023-09-25,2024-06-19T00:00:00Z,525bps - 550bps,Prob: 550bps - 575bps,18.87
2023-09-25,2024-06-19T00:00:00Z,525bps - 550bps,Prob: 575bps - 600bps,13.29
2023-09-25,2024-06-19T00:00:00Z,525bps - 550bps,Prob: 600bps - 625bps,6.72
2023-09-25,2024-06-19T00:00:00Z,525bps - 550bps,Prob: 625bps - 650bps,2.55
2023-09-25,2024-06-19T00:00:00Z,525bps - 550bps,Prob: 650bps - 675bps,0.85
2023-09-25,2024-09-18T00:00:00Z,525bps - 550bps,Rate: 25th percentile,453.20
2023-09-25,2024-09-18T00:00:00Z,525bps - 550bps,Rate: mean,495.73
2023-09-25,2024-09-18T00:00:00Z,525bps - 550bps,Rate: mode,543.13
2023-09-25,2024-09-18T00:00:00Z,525bps - 550bps,Rate: 75th percentile,572.10
2023-09-25,2024-09-18T00:00:00Z,525bps - 550bps,Prob: cut,50.52
2023-09-25,2024-09-18T00:00:00Z,525bps - 550bps,Prob: hike,36.23
2023-09-25,2024-09-18T00:00:00Z,525bps - 550bps,Prob: 150bps - 175bps,0.31
2023-09-25,2024-09-18T00:00:00Z,525bps - 550bps,Prob: 175bps - 200bps,0.45
2023-09-25,2024-09-18T00:00:00Z,525bps - 550bps,Prob: 200bps - 225bps,0.68
2023-09-25,2024-09-18T00:00:00Z,525bps - 550bps,Prob: 225bps - 250bps,1.02
2023-09-25,2024-09-18T00:00:00Z,525bps - 550bps,Prob: 250bps - 275bps,1.43
2023-09-25,2024-09-18T00:00:00Z,525bps - 550bps,Prob: 275bps - 300bps,1.87
2023-09-25,2024-09-18T00:00:00Z,525bps - 550bps,Prob: 300bps - 325bps,2.25
2023-09-25,2024-09-18T00:00:00Z,525bps - 550bps,Prob: 325bps - 350bps,2.51
2023-09-25,2024-09-18T00:00:00Z,525bps - 550bps,Prob: 350bps - 375bps,2.65
2023-09-25,2024-09-18T00:00:00Z,525bps - 550bps,Prob: 375bps - 400bps,2.76
2023-09-25,2024-09-18T00:00:00Z,525bps - 550bps,Prob: 400bps - 425bps,3.11
2023-09-25,2024-09-18T00:00:00Z,525bps - 550bps,Prob: 425bps - 450bps,4.09
2023-09-25,2024-09-18T00:00:00Z,525bps - 550bps,Prob: 450bps - 475bps,6.10
2023-09-25,2024-09-18T00:00:00Z,525bps - 550bps,Prob: 475bps - 500bps,9.09
2023-09-25,2024-09-18T00:00:00Z,525bps - 550bps,Prob: 500bps - 525bps,12.17
2023-09-25,2024-09-18T00:00:00Z,525bps - 550bps,Prob: 525bps - 550bps,13.87
2023-09-25,2024-09-18T00:00:00Z,525bps - 550bps,Prob: 550bps - 575bps,13.17
2023-09-25,2024-09-18T00:00:00Z,525bps - 550bps,Prob: 575bps - 600bps,10.34
2023-09-25,2024-09-18T00:00:00Z,525bps - 550bps,Prob: 600bps - 625bps,6.73
2023-09-25,2024-09-18T00:00:00Z,525bps - 550bps,Prob: 625bps - 650bps,3.68
2023-09-25,2024-09-18T00:00:00Z,525bps - 550bps,Prob: 650bps - 675bps,1.74
2023-09-25,2024-12-18T00:00:00Z,525bps - 525bps,Rate: 25th percentile,399.88
2023-09-25,2024-12-18T00:00:00Z,525bps - 525bps,Rate: mean,465.35
2023-09-25,2024-12-18T00:00:00Z,525bps - 525bps,Rate: mode,525.29
2023-09-25,2024-12-18T00:00:00Z,525bps - 525bps,Rate: 75th percentile,559.51
2023-09-25,2025-03-19T00:00:00Z,525bps - 525bps,Rate: 25th percentile,350.98
2023-09-25,2025-03-19T00:00:00Z,525bps - 525bps,Rate: mean,436.95
2023-09-25,2025-03-19T00:00:00Z,525bps - 525bps,Rate: mode,500.39
2023-09-25,2025-03-19T00:00:00Z,525bps - 525bps,Rate: 75th percentile,544.06
2023-09-25,2025-06-18T00:00:00Z,525bps - 525bps,Rate: 25th percentile,316.97
2023-09-25,2025-06-18T00:00:00Z,525bps - 525bps,Rate: mean,417.15
2023-09-25,2025-06-18T00:00:00Z,525bps - 525bps,Rate: mode,475.59
2023-09-25,2025-06-18T00:00:00Z,525bps - 525bps,Rate: 75th percentile,532.82
2023-09-25,2025-09-17T00:00:00Z,525bps - 525bps,Rate: 25th percentile,296.82
2023-09-25,2025-09-17T00:00:00Z,525bps - 525bps,Rate: mean,405.00
2023-09-25,2025-09-17T00:00:00Z,525bps - 525bps,Rate: mode,428.82
2023-09-25,2025-09-17T00:00:00Z,525bps - 525bps,Rate: 75th percentile,524.32
2023-09-25,2025-12-17T00:00:00Z,525bps - 525bps,Rate: 25th percentile,284.81
2023-09-25,2025-12-17T00:00:00Z,525bps - 525bps,Rate: mean,399.98
2023-09-25,2025-12-17T00:00:00Z,525bps - 525bps,Rate: mode,410.04
2023-09-25,2025-12-17T00:00:00Z,525bps - 525bps,Rate: 75th percentile,515.17
2023-09-25,2026-03-18T00:00:00Z,525bps - 525bps,Rate: 25th percentile,277.02
2023-09-25,2026-03-18T00:00:00Z,525bps - 525bps,Rate: mean,397.39
2023-09-25,2026-03-18T00:00:00Z,525bps - 525bps,Rate: mode,398.62
2023-09-25,2026-03-18T00:00:00Z,525bps - 525bps,Rate: 75th percentile,513.02
2023-09-25,2026-06-17T00:00:00Z,525bps - 525bps,Rate: 25th percentile,257.50
2023-09-25,2026-06-17T00:00:00Z,525bps - 525bps,Rate: mean,395.74
2023-09-25,2026-06-17T00:00:00Z,525bps - 525bps,Rate: mode,382.17
2023-09-25,2026-06-17T00:00:00Z,525bps - 525bps,Rate: 75th percentile,509.73
2023-09-26,2023-12-20T00:00:00Z,525bps - 550bps,Rate: 25th percentile,536.21
2023-09-26,2023-12-20T00:00:00Z,525bps - 550bps,Rate: mean,545.77
2023-09-26,2023-12-20T00:00:00Z,525bps - 550bps,Rate: mode,545.66
2023-09-26,2023-12-20T00:00:00Z,525bps - 550bps,Rate: 75th percentile,558.80
2023-09-26,2023-12-20T00:00:00Z,525bps - 550bps,Prob: cut,8.69
2023-09-26,2023-12-20T00:00:00Z,525bps - 550bps,Prob: hike,43.81
2023-09-26,2023-12-20T00:00:00Z,525bps - 550bps,Prob: 500bps - 525bps,6.60
2023-09-26,2023-12-20T00:00:00Z,525bps - 550bps,Prob: 525bps - 550bps,49.18
2023-09-26,2023-12-20T00:00:00Z,525bps - 550bps,Prob: 550bps - 575bps,40.00
2023-09-26,2023-12-20T00:00:00Z,525bps - 550bps,Prob: 575bps - 600bps,4.22
2023-09-26,2024-03-20T00:00:00Z,525bps - 550bps,Rate: 25th percentile,528.40
2023-09-26,2024-03-20T00:00:00Z,525bps - 550bps,Rate: mean,538.20
2023-09-26,2024-03-20T00:00:00Z,525bps - 550bps,Rate: mode,552.91
2023-09-26,2024-03-20T00:00:00Z,525bps - 550bps,Rate: 75th percentile,569.20
2023-09-26,2024-03-20T00:00:00Z,525bps - 550bps,Prob: cut,22.23
2023-09-26,2024-03-20T00:00:00Z,525bps - 550bps,Prob: hike,49.88
2023-09-26,2024-03-20T00:00:00Z,525bps - 550bps,Prob: 325bps - 350bps,0.65
2023-09-26,2024-03-20T00:00:00Z,525bps - 550bps,Prob: 350bps - 375bps,0.92
2023-09-26,2024-03-20T00:00:00Z,525bps - 550bps,Prob: 375bps - 400bps,1.15
2023-09-26,2024-03-20T00:00:00Z,525bps - 550bps,Prob: 400bps - 425bps,1.37
2023-09-26,2024-03-20T00:00:00Z,525bps - 550bps,Prob: 425bps - 450bps,1.54
2023-09-26,2024-03-20T00:00:00Z,525bps - 550bps,Prob: 450bps - 475bps,1.53
2023-09-26,2024-03-20T00:00:00Z,525bps - 550bps,Prob: 475bps - 500bps,2.68
2023-09-26,2024-03-20T00:00:00Z,525bps - 550bps,Prob: 500bps - 525bps,11.22
2023-09-26,2024-03-20T00:00:00Z,525bps - 550bps,Prob: 525bps - 550bps,28.92
2023-09-26,2024-03-20T00:00:00Z,525bps - 550bps,Prob: 550bps - 575bps,32.02
2023-09-26,2024-03-20T00:00:00Z,525bps - 550bps,Prob: 575bps - 600bps,14.89
2023-09-26,2024-03-20T00:00:00Z,525bps - 550bps,Prob: 600bps - 625bps,3.12
2023-09-26,2024-06-19T00:00:00Z,525bps - 550bps,Rate: 25th percentile,497.43
2023-09-26,2024-06-19T00:00:00Z,525bps - 550bps,Rate: mean,519.96
2023-09-26,2024-06-19T00:00:00Z,525bps - 550bps,Rate: mode,549.08
2023-09-26,2024-06-19T00:00:00Z,525bps - 550bps,Rate: 75th percentile,573.25
2023-09-26,2024-06-19T00:00:00Z,525bps - 550bps,Prob: cut,39.41
2023-09-26,2024-06-19T00:00:00Z,525bps - 550bps,Prob: hike,42.10
2023-09-26,2024-06-19T00:00:00Z,525bps - 550bps,Prob: 250bps - 275bps,0.74
2023-09-26,2024-06-19T00:00:00Z,525bps - 550bps,Prob: 275bps - 300bps,1.14
2023-09-26,2024-06-19T00:00:00Z,525bps - 550bps,Prob: 300bps - 325bps,1.54
2023-09-26,2024-06-19T00:00:00Z,525bps - 550bps,Prob: 325bps - 350bps,1.82
2023-09-26,2024-06-19T00:00:00Z,525bps - 550bps,Prob: 350bps - 375bps,1.94
2023-09-26,2024-06-19T00:00:00Z,525bps - 550bps,Prob: 375bps - 400bps,1.98
2023-09-26,2024-06-19T00:00:00Z,525bps - 550bps,Prob: 400bps - 425bps,2.03
2023-09-26,2024-06-19T00:00:00Z,525bps - 550bps,Prob: 425bps - 450bps,2.37
2023-09-26,2024-06-19T00:00:00Z,525bps - 550bps,Prob: 450bps - 475bps,3.81
2023-09-26,2024-06-19T00:00:00Z,525bps - 550bps,Prob: 475bps - 500bps,7.70
2023-09-26,2024-06-19T00:00:00Z,525bps - 550bps,Prob: 500bps - 525bps,14.04
2023-09-26,2024-06-19T00:00:00Z,525bps - 550bps,Prob: 525bps - 550bps,19.37
2023-09-26,2024-06-19T00:00:00Z,525bps - 550bps,Prob: 550bps - 575bps,19.11
2023-09-26,2024-06-19T00:00:00Z,525bps - 550bps,Prob: 575bps - 600bps,13.32
2023-09-26,2024-06-19T00:00:00Z,525bps - 550bps,Prob: 600bps - 625bps,6.62
2023-09-26,2024-06-19T00:00:00Z,525bps - 550bps,Prob: 625bps - 650bps,2.45
2023-09-26,2024-09-18T00:00:00Z,525bps - 550bps,Rate: 25th percentile,452.14
2023-09-26,2024-09-18T00:00:00Z,525bps - 550bps,Rate: mean,494.24
2023-09-26,2024-09-18T00:00:00Z,525bps - 550bps,Rate: mode,540.73
2023-09-26,2024-09-18T00:00:00Z,525bps - 550bps,Rate: 75th percentile,570.36
2023-09-26,2024-09-18T00:00:00Z,525bps - 550bps,Prob: cut,51.53
2023-09-26,2024-09-18T00:00:00Z,525bps - 550bps,Prob: hike,35.23
2023-09-26,2024-09-18T00:00:00Z,525bps - 550bps,Prob: 150bps - 175bps,0.30
2023-09-26,2024-09-18T00:00:00Z,525bps - 550bps,Prob: 175bps - 200bps,0.45
2023-09-26,2024-09-18T00:00:00Z,525bps - 550bps,Prob: 200bps - 225bps,0.70
2023-09-26,2024-09-18T00:00:00Z,525bps - 550bps,Prob: 225bps - 250bps,1.06
2023-09-26,2024-09-18T00:00:00Z,525bps - 550bps,Prob: 250bps - 275bps,1.51
2023-09-26,2024-09-18T00:00:00Z,525bps - 550bps,Prob: 275bps - 300bps,1.96
2023-09-26,2024-09-18T00:00:00Z,525bps - 550bps,Prob: 300bps - 325bps,2.32
2023-09-26,2024-09-18T00:00:00Z,525bps - 550bps,Prob: 325bps - 350bps,2.51
2023-09-26,2024-09-18T00:00:00Z,525bps - 550bps,Prob: 350bps - 375bps,2.57
2023-09-26,2024-09-18T00:00:00Z,525bps - 550bps,Prob: 375bps - 400bps,2.66
2023-09-26,2024-09-18T00:00:00Z,525bps - 550bps,Prob: 400bps - 425bps,3.09
2023-09-26,2024-09-18T00:00:00Z,525bps - 550bps,Prob: 425bps - 450bps,4.23
2023-09-26,2024-09-18T00:00:00Z,525bps - 550bps,Prob: 450bps - 475bps,6.39
2023-09-26,2024-09-18T00:00:00Z,525bps - 550bps,Prob: 475bps - 500bps,9.43
2023-09-26,2024-09-18T00:00:00Z,525bps - 550bps,Prob: 500bps - 525bps,12.39
2023-09-26,2024-09-18T00:00:00Z,525bps - 550bps,Prob: 525bps - 550bps,13.85
2023-09-26,2024-09-18T00:00:00Z,525bps - 550bps,Prob: 550bps - 575bps,12.93
2023-09-26,2024-09-18T00:00:00Z,525bps - 550bps,Prob: 575bps - 600bps,10.01
2023-09-26,2024-09-18T00:00:00Z,525bps - 550bps,Prob: 600bps - 625bps,6.46
2023-09-26,2024-09-18T00:00:00Z,525bps - 550bps,Prob: 625bps - 650bps,3.52
2023-09-26,2024-09-18T00:00:00Z,525bps - 550bps,Prob: 650bps - 675bps,1.67
2023-09-26,2024-12-18T00:00:00Z,525bps - 525bps,Rate: 25th percentile,400.53
2023-09-26,2024-12-18T00:00:00Z,525bps - 525bps,Rate: mean,464.23
2023-09-26,2024-12-18T00:00:00Z,525bps - 525bps,Rate: mode,522.07
2023-09-26,2024-12-18T00:00:00Z,525bps - 525bps,Rate: 75th percentile,558.05
2023-09-26,2025-03-19T00:00:00Z,525bps - 525bps,Rate: 25th percentile,351.42
2023-09-26,2025-03-19T00:00:00Z,525bps - 525bps,Rate: mean,436.48
2023-09-26,2025-03-19T00:00:00Z,525bps - 525bps,Rate: mode,498.35
2023-09-26,2025-03-19T00:00:00Z,525bps - 525bps,Rate: 75th percentile,542.80
2023-09-26,2025-06-18T00:00:00Z,525bps - 525bps,Rate: 25th percentile,317.95
2023-09-26,2025-06-18T00:00:00Z,525bps - 525bps,Rate: mean,416.70
2023-09-26,2025-06-18T00:00:00Z,525bps - 525bps,Rate: mode,470.65
2023-09-26,2025-06-18T00:00:00Z,525bps - 525bps,Rate: 75th percentile,530.72
2023-09-26,2025-09-17T00:00:00Z,525bps - 525bps,Rate: 25th percentile,296.60
2023-09-26,2025-09-17T00:00:00Z,525bps - 525bps,Rate: mean,404.98
2023-09-26,2025-09-17T00:00:00Z,525bps - 525bps,Rate: mode,430.10
2023-09-26,2025-09-17T00:00:00Z,525bps - 525bps,Rate: 75th percentile,524.05
2023-09-26,2025-12-17T00:00:00Z,525bps - 525bps,Rate: 25th percentile,285.35
2023-09-26,2025-12-17T00:00:00Z,525bps - 525bps,Rate: mean,399.97
2023-09-26,2025-12-17T00:00:00Z,525bps - 525bps,Rate: mode,406.15
2023-09-26,2025-12-17T00:00:00Z,525bps - 525bps,Rate: 75th percentile,516.27
2023-09-26,2026-03-18T00:00:00Z,525bps - 525bps,Rate: 25th percentile,276.50
2023-09-26,2026-03-18T00:00:00Z,525bps - 525bps,Rate: mean,397.26
2023-09-26,2026-03-18T00:00:00Z,525bps - 525bps,Rate: mode,405.74
2023-09-26,2026-03-18T00:00:00Z,525bps - 525bps,Rate: 75th percentile,510.11
2023-09-26,2026-06-17T00:00:00Z,525bps - 525bps,Rate: 25th percentile,257.42
2023-09-26,2026-06-17T00:00:00Z,525bps - 525bps,Rate: mean,395.74
2023-09-26,2026-06-17T00:00:00Z,525bps - 525bps,Rate: mode,382.17
2023-09-26,2026-06-17T00:00:00Z,525bps - 525bps,Rate: 75th percentile,509.74
2023-09-27,2023-12-20T00:00:00Z,525bps - 550bps,Rate: 25th percentile,537.05
2023-09-27,2023-12-20T00:00:00Z,525bps - 550bps,Rate: mean,548.28
2023-09-27,2023-12-20T00:00:00Z,525bps - 550bps,Rate: mode,551.21
2023-09-27,2023-12-20T00:00:00Z,525bps - 550bps,Rate: 75th percentile,562.62
2023-09-27,2023-12-20T00:00:00Z,525bps - 550bps,Prob: cut,10.33
2023-09-27,2023-12-20T00:00:00Z,525bps - 550bps,Prob: hike,50.12
2023-09-27,2023-12-20T00:00:00Z,525bps - 550bps,Prob: 475bps - 500bps,0.96
2023-09-27,2023-12-20T00:00:00Z,525bps - 550bps,Prob: 500bps - 525bps,7.76
2023-09-27,2023-12-20T00:00:00Z,525bps - 550bps,Prob: 525bps - 550bps,41.05
2023-09-27,2023-12-20T00:00:00Z,525bps - 550bps,Prob: 550bps - 575bps,42.63
2023-09-27,2023-12-20T00:00:00Z,525bps - 550bps,Prob: 575bps - 600bps,7.60
2023-09-27,2024-03-20T00:00:00Z,525bps - 550bps,Rate: 25th percentile,531.35
2023-09-27,2024-03-20T00:00:00Z,525bps - 550bps,Rate: mean,542.71
2023-09-27,2024-03-20T00:00:00Z,525bps - 550bps,Rate: mode,556.80
2023-09-27,2024-03-20T00:00:00Z,525bps - 550bps,Rate: 75th percentile,574.34
2023-09-27,2024-03-20T00:00:00Z,525bps - 550bps,Prob: cut,20.26
2023-09-27,2024-03-20T00:00:00Z,525bps - 550bps,Prob: hike,54.98
2023-09-27,2024-03-20T00:00:00Z,525bps - 550bps,Prob: 325bps - 350bps,0.77
2023-09-27,2024-03-20T00:00:00Z,525bps - 550bps,Prob: 350bps - 375bps,1.00
2023-09-27,2024-03-20T00:00:00Z,525bps - 550bps,Prob: 375bps - 400bps,1.13
2023-09-27,2024-03-20T00:00:00Z,525bps - 550bps,Prob: 400bps - 425bps,1.23
