date,reference_start,target_range,field,value
2024-07-09,2026-06-17T00:00:00Z,525bps - 525bps,Rate: mode,373.52
2024-07-09,2026-06-17T00:00:00Z,525bps - 525bps,Rate: 75th percentile,463.78
2024-07-09,2026-09-16T00:00:00Z,525bps - 525bps,Rate: 25th percentile,258.93
2024-07-09,2026-09-16T00:00:00Z,525bps - 525bps,Rate: mean,364.40
2024-07-09,2026-09-16T00:00:00Z,525bps - 525bps,Rate: mode,361.68
2024-07-09,2026-09-16T00:00:00Z,525bps - 525bps,Rate: 75th percentile,462.98
2024-07-09,2026-12-16T00:00:00Z,525bps - 525bps,Rate: 25th percentile,265.54
2024-07-09,2026-12-16T00:00:00Z,525bps - 525bps,Rate: mean,361.98
2024-07-09,2026-12-16T00:00:00Z,525bps - 525bps,Rate: mode,365.93
2024-07-09,2026-12-16T00:00:00Z,525bps - 525bps,Rate: 75th percentile,457.16
2024-07-09,2027-03-17T00:00:00Z,525bps - 525bps,Rate: 25th percentile,245.52
2024-07-09,2027-03-17T00:00:00Z,525bps - 525bps,Rate: mean,360.89
2024-07-09,2027-03-17T00:00:00Z,525bps - 525bps,Rate: mode,361.54
2024-07-09,2027-03-17T00:00:00Z,525bps - 525bps,Rate: 75th percentile,479.95
2024-07-10,2024-09-18T00:00:00Z,525bps - 550bps,Rate: 25th percentile,505.47
2024-07-10,2024-09-18T00:00:00Z,525bps - 550bps,Rate: mean,512.31
2024-07-10,2024-09-18T00:00:00Z,525bps - 550bps,Rate: mode,510.97
2024-07-10,2024-09-18T00:00:00Z,525bps - 550bps,Rate: 75th percentile,522.04
2024-07-10,2024-09-18T00:00:00Z,525bps - 550bps,Prob: cut,80.80
2024-07-10,2024-09-18T00:00:00Z,525bps - 550bps,Prob: hike,1.34
2024-07-10,2024-09-18T00:00:00Z,525bps - 550bps,Prob: 475bps - 500bps,10.69
2024-07-10,2024-09-18T00:00:00Z,525bps - 550bps,Prob: 500bps - 525bps,70.78
2024-07-10,2024-09-18T00:00:00Z,525bps - 550bps,Prob: 525bps - 550bps,18.53
2024-07-10,2024-12-18T00:00:00Z,525bps - 550bps,Rate: 25th percentile,461.78
2024-07-10,2024-12-18T00:00:00Z,525bps - 550bps,Rate: mean,479.39
2024-07-10,2024-12-18T00:00:00Z,525bps - 550bps,Rate: mode,487.03
2024-07-10,2024-12-18T00:00:00Z,525bps - 550bps,Rate: 75th percentile,508.99
2024-07-10,2024-12-18T00:00:00Z,525bps - 550bps,Prob: cut,87.84
2024-07-10,2024-12-18T00:00:00Z,525bps - 550bps,Prob: hike,2.38
2024-07-10,2024-12-18T00:00:00Z,525bps - 550bps,Prob: 350bps - 375bps,0.79
2024-07-10,2024-12-18T00:00:00Z,525bps - 550bps,Prob: 375bps - 400bps,1.92
2024-07-10,2024-12-18T00:00:00Z,525bps - 550bps,Prob: 400bps - 425bps,4.47
2024-07-10,2024-12-18T00:00:00Z,525bps - 550bps,Prob: 425bps - 450bps,8.97
2024-07-10,2024-12-18T00:00:00Z,525bps - 550bps,Prob: 450bps - 475bps,20.90
2024-07-10,2024-12-18T00:00:00Z,525bps - 550bps,Prob: 475bps - 500bps,29.73
2024-07-10,2024-12-18T00:00:00Z,525bps - 550bps,Prob: 500bps - 525bps,23.00
2024-07-10,2024-12-18T00:00:00Z,525bps - 550bps,Prob: 525bps - 550bps,10.22
2024-07-10,2025-03-19T00:00:00Z,525bps - 550bps,Rate: 25th percentile,413.72
2024-07-10,2025-03-19T00:00:00Z,525bps - 550bps,Rate: mean,446.99
2024-07-10,2025-03-19T00:00:00Z,525bps - 550bps,Rate: mode,474.02
2024-07-10,2025-03-19T00:00:00Z,525bps - 550bps,Rate: 75th percentile,498.02
2024-07-10,2025-03-19T00:00:00Z,525bps - 550bps,Prob: cut,88.61
2024-07-10,2025-03-19T00:00:00Z,525bps - 550bps,Prob: hike,4.53
2024-07-10,2025-03-19T00:00:00Z,525bps - 550bps,Prob: 200bps - 225bps,0.64
2024-07-10,2025-03-19T00:00:00Z,525bps - 550bps,Prob: 225bps - 250bps,0.64
2024-07-10,2025-03-19T00:00:00Z,525bps - 550bps,Prob: 250bps - 275bps,0.73
2024-07-10,2025-03-19T00:00:00Z,525bps - 550bps,Prob: 275bps - 300bps,1.11
2024-07-10,2025-03-19T00:00:00Z,525bps - 550bps,Prob: 300bps - 325bps,1.90
2024-07-10,2025-03-19T00:00:00Z,525bps - 550bps,Prob: 325bps - 350bps,2.99
2024-07-10,2025-03-19T00:00:00Z,525bps - 550bps,Prob: 350bps - 375bps,4.27
2024-07-10,2025-03-19T00:00:00Z,525bps - 550bps,Prob: 375bps - 400bps,6.43
2024-07-10,2025-03-19T00:00:00Z,525bps - 550bps,Prob: 400bps - 425bps,10.13
2024-07-10,2025-03-19T00:00:00Z,525bps - 550bps,Prob: 425bps - 450bps,14.35
2024-07-10,2025-03-19T00:00:00Z,525bps - 550bps,Prob: 450bps - 475bps,17.09
2024-07-10,2025-03-19T00:00:00Z,525bps - 550bps,Prob: 475bps - 500bps,16.85
2024-07-10,2025-03-19T00:00:00Z,525bps - 550bps,Prob: 500bps - 525bps,12.96
2024-07-10,2025-03-19T00:00:00Z,525bps - 550bps,Prob: 525bps - 550bps,7.15
2024-07-10,2025-03-19T00:00:00Z,525bps - 550bps,Prob: 550bps - 575bps,2.74
2024-07-10,2025-06-18T00:00:00Z,525bps - 550bps,Rate: 25th percentile,367.74
2024-07-10,2025-06-18T00:00:00Z,525bps - 550bps,Rate: mean,419.39
2024-07-10,2025-06-18T00:00:00Z,525bps - 550bps,Rate: mode,454.48
2024-07-10,2025-06-18T00:00:00Z,525bps - 550bps,Rate: 75th percentile,487.20
2024-07-10,2025-06-18T00:00:00Z,525bps - 550bps,Prob: cut,88.28
2024-07-10,2025-06-18T00:00:00Z,525bps - 550bps,Prob: hike,6.55
2024-07-10,2025-06-18T00:00:00Z,525bps - 550bps,Prob: 150bps - 175bps,0.63
2024-07-10,2025-06-18T00:00:00Z,525bps - 550bps,Prob: 175bps - 200bps,0.94
2024-07-10,2025-06-18T00:00:00Z,525bps - 550bps,Prob: 200bps - 225bps,1.38
2024-07-10,2025-06-18T00:00:00Z,525bps - 550bps,Prob: 225bps - 250bps,1.90
2024-07-10,2025-06-18T00:00:00Z,525bps - 550bps,Prob: 250bps - 275bps,2.46
2024-07-10,2025-06-18T00:00:00Z,525bps - 550bps,Prob: 275bps - 300bps,3.05
2024-07-10,2025-06-18T00:00:00Z,525bps - 550bps,Prob: 300bps - 325bps,3.82
2024-07-10,2025-06-18T00:00:00Z,525bps - 550bps,Prob: 325bps - 350bps,4.98
2024-07-10,2025-06-18T00:00:00Z,525bps - 550bps,Prob: 350bps - 375bps,6.66
2024-07-10,2025-06-18T00:00:00Z,525bps - 550bps,Prob: 375bps - 400bps,8.73
2024-07-10,2025-06-18T00:00:00Z,525bps - 550bps,Prob: 400bps - 425bps,10.84
2024-07-10,2025-06-18T00:00:00Z,525bps - 550bps,Prob: 425bps - 450bps,12.38
2024-07-10,2025-06-18T00:00:00Z,525bps - 550bps,Prob: 450bps - 475bps,12.65
2024-07-10,2025-06-18T00:00:00Z,525bps - 550bps,Prob: 475bps - 500bps,11.22
2024-07-10,2025-06-18T00:00:00Z,525bps - 550bps,Prob: 500bps - 525bps,8.48
2024-07-10,2025-06-18T00:00:00Z,525bps - 550bps,Prob: 525bps - 550bps,5.42
2024-07-10,2025-06-18T00:00:00Z,525bps - 550bps,Prob: 550bps - 575bps,2.98
2024-07-10,2025-06-18T00:00:00Z,525bps - 550bps,Prob: 575bps - 600bps,1.48
2024-07-10,2025-09-17T00:00:00Z,525bps - 525bps,Rate: 25th percentile,328.91
2024-07-10,2025-09-17T00:00:00Z,525bps - 525bps,Rate: mean,398.28
2024-07-10,2025-09-17T00:00:00Z,525bps - 525bps,Rate: mode,433.47
2024-07-10,2025-09-17T00:00:00Z,525bps - 525bps,Rate: 75th percentile,478.93
2024-07-10,2025-12-17T00:00:00Z,525bps - 525bps,Rate: 25th percentile,298.04
2024-07-10,2025-12-17T00:00:00Z,525bps - 525bps,Rate: mean,383.47
2024-07-10,2025-12-17T00:00:00Z,525bps - 525bps,Rate: mode,399.10
2024-07-10,2025-12-17T00:00:00Z,525bps - 525bps,Rate: 75th percentile,473.41
2024-07-10,2026-03-18T00:00:00Z,525bps - 525bps,Rate: 25th percentile,280.90
2024-07-10,2026-03-18T00:00:00Z,525bps - 525bps,Rate: mean,373.50
2024-07-10,2026-03-18T00:00:00Z,525bps - 525bps,Rate: mode,370.24
2024-07-10,2026-03-18T00:00:00Z,525bps - 525bps,Rate: 75th percentile,469.65
2024-07-10,2026-06-17T00:00:00Z,525bps - 525bps,Rate: 25th percentile,269.64
2024-07-10,2026-06-17T00:00:00Z,525bps - 525bps,Rate: mean,367.01
2024-07-10,2026-06-17T00:00:00Z,525bps - 525bps,Rate: mode,361.72
2024-07-10,2026-06-17T00:00:00Z,525bps - 525bps,Rate: 75th percentile,462.69
2024-07-10,2026-09-16T00:00:00Z,525bps - 525bps,Rate: 25th percentile,258.55
2024-07-10,2026-09-16T00:00:00Z,525bps - 525bps,Rate: mean,363.35
2024-07-10,2026-09-16T00:00:00Z,525bps - 525bps,Rate: mode,356.81
2024-07-10,2026-09-16T00:00:00Z,525bps - 525bps,Rate: 75th percentile,462.42
2024-07-10,2026-12-16T00:00:00Z,525bps - 525bps,Rate: 25th percentile,264.22
2024-07-10,2026-12-16T00:00:00Z,525bps - 525bps,Rate: mean,360.98
2024-07-10,2026-12-16T00:00:00Z,525bps - 525bps,Rate: mode,366.08
2024-07-10,2026-12-16T00:00:00Z,525bps - 525bps,Rate: 75th percentile,456.41
2024-07-10,2027-03-17T00:00:00Z,525bps - 525bps,Rate: 25th percentile,246.63
2024-07-10,2027-03-17T00:00:00Z,525bps - 525bps,Rate: mean,359.57
2024-07-10,2027-03-17T00:00:00Z,525bps - 525bps,Rate: mode,354.01
2024-07-10,2027-03-17T00:00:00Z,525bps - 525bps,Rate: 75th percentile,477.27
2024-07-11,2024-09-18T00:00:00Z,525bps - 550bps,Rate: 25th percentile,500.41
2024-07-11,2024-09-18T00:00:00Z,525bps - 550bps,Rate: mean,506.36
2024-07-11,2024-09-18T00:00:00Z,525bps - 550bps,Rate: mode,507.14
2024-07-11,2024-09-18T00:00:00Z,525bps - 550bps,Rate: 75th percentile,515.25
2024-07-11,2024-09-18T00:00:00Z,525bps - 550bps,Prob: cut,90.89
2024-07-11,2024-09-18T00:00:00Z,525bps - 550bps,Prob: hike,0.98
2024-07-11,2024-09-18T00:00:00Z,525bps - 550bps,Prob: 450bps - 475bps,1.47
2024-07-11,2024-09-18T00:00:00Z,525bps - 550bps,Prob: 475bps - 500bps,21.23
2024-07-11,2024-09-18T00:00:00Z,525bps - 550bps,Prob: 500bps - 525bps,68.94
2024-07-11,2024-09-18T00:00:00Z,525bps - 550bps,Prob: 525bps - 550bps,8.36
2024-07-11,2024-12-18T00:00:00Z,525bps - 550bps,Rate: 25th percentile,451.79
2024-07-11,2024-12-18T00:00:00Z,525bps - 550bps,Rate: mean,468.84
2024-07-11,2024-12-18T00:00:00Z,525bps - 550bps,Rate: mode,480.11
2024-07-11,2024-12-18T00:00:00Z,525bps - 550bps,Rate: 75th percentile,497.47
2024-07-11,2024-12-18T00:00:00Z,525bps - 550bps,Prob: cut,93.65
2024-07-11,2024-12-18T00:00:00Z,525bps - 550bps,Prob: hike,1.46
2024-07-11,2024-12-18T00:00:00Z,525bps - 550bps,Prob: 350bps - 375bps,1.62
2024-07-11,2024-12-18T00:00:00Z,525bps - 550bps,Prob: 375bps - 400bps,3.18
2024-07-11,2024-12-18T00:00:00Z,525bps - 550bps,Prob: 400bps - 425bps,5.58
2024-07-11,2024-12-18T00:00:00Z,525bps - 550bps,Prob: 425bps - 450bps,11.98
2024-07-11,2024-12-18T00:00:00Z,525bps - 550bps,Prob: 450bps - 475bps,25.70
2024-07-11,2024-12-18T00:00:00Z,525bps - 550bps,Prob: 475bps - 500bps,30.11
2024-07-11,2024-12-18T00:00:00Z,525bps - 550bps,Prob: 500bps - 525bps,16.76
2024-07-11,2024-12-18T00:00:00Z,525bps - 550bps,Prob: 525bps - 550bps,5.07
2024-07-11,2025-03-19T00:00:00Z,525bps - 550bps,Rate: 25th percentile,398.68
2024-07-11,2025-03-19T00:00:00Z,525bps - 550bps,Rate: mean,432.45
2024-07-11,2025-03-19T00:00:00Z,525bps - 550bps,Rate: mode,462.46
2024-07-11,2025-03-19T00:00:00Z,525bps - 550bps,Rate: 75th percentile,483.05
2024-07-11,2025-03-19T00:00:00Z,525bps - 550bps,Prob: cut,93.28
2024-07-11,2025-03-19T00:00:00Z,525bps - 550bps,Prob: hike,2.92
2024-07-11,2025-03-19T00:00:00Z,525bps - 550bps,Prob: 200bps - 225bps,0.75
2024-07-11,2025-03-19T00:00:00Z,525bps - 550bps,Prob: 225bps - 250bps,0.94
2024-07-11,2025-03-19T00:00:00Z,525bps - 550bps,Prob: 250bps - 275bps,1.18
2024-07-11,2025-03-19T00:00:00Z,525bps - 550bps,Prob: 275bps - 300bps,1.54
2024-07-11,2025-03-19T00:00:00Z,525bps - 550bps,Prob: 300bps - 325bps,2.23
2024-07-11,2025-03-19T00:00:00Z,525bps - 550bps,Prob: 325bps - 350bps,3.52
2024-07-11,2025-03-19T00:00:00Z,525bps - 550bps,Prob: 350bps - 375bps,5.59
2024-07-11,2025-03-19T00:00:00Z,525bps - 550bps,Prob: 375bps - 400bps,8.37
2024-07-11,2025-03-19T00:00:00Z,525bps - 550bps,Prob: 400bps - 425bps,11.93
2024-07-11,2025-03-19T00:00:00Z,525bps - 550bps,Prob: 425bps - 450bps,15.99
2024-07-11,2025-03-19T00:00:00Z,525bps - 550bps,Prob: 450bps - 475bps,18.11
2024-07-11,2025-03-19T00:00:00Z,525bps - 550bps,Prob: 475bps - 500bps,15.34
2024-07-11,2025-03-19T00:00:00Z,525bps - 550bps,Prob: 500bps - 525bps,9.18
2024-07-11,2025-03-19T00:00:00Z,525bps - 550bps,Prob: 525bps - 550bps,3.95
2024-07-11,2025-03-19T00:00:00Z,525bps - 550bps,Prob: 550bps - 575bps,1.39
2024-07-11,2025-06-18T00:00:00Z,525bps - 550bps,Rate: 25th percentile,350.29
2024-07-11,2025-06-18T00:00:00Z,525bps - 550bps,Rate: mean,402.90
2024-07-11,2025-06-18T00:00:00Z,525bps - 550bps,Rate: mode,440.87
2024-07-11,2025-06-18T00:00:00Z,525bps - 550bps,Rate: 75th percentile,470.46
2024-07-11,2025-06-18T00:00:00Z,525bps - 550bps,Prob: cut,92.14
2024-07-11,2025-06-18T00:00:00Z,525bps - 550bps,Prob: hike,4.51
2024-07-11,2025-06-18T00:00:00Z,525bps - 550bps,Prob: 125bps - 150bps,0.52
2024-07-11,2025-06-18T00:00:00Z,525bps - 550bps,Prob: 150bps - 175bps,0.72
2024-07-11,2025-06-18T00:00:00Z,525bps - 550bps,Prob: 175bps - 200bps,1.08
2024-07-11,2025-06-18T00:00:00Z,525bps - 550bps,Prob: 200bps - 225bps,1.60
2024-07-11,2025-06-18T00:00:00Z,525bps - 550bps,Prob: 225bps - 250bps,2.28
2024-07-11,2025-06-18T00:00:00Z,525bps - 550bps,Prob: 250bps - 275bps,3.05
2024-07-11,2025-06-18T00:00:00Z,525bps - 550bps,Prob: 275bps - 300bps,3.84
2024-07-11,2025-06-18T00:00:00Z,525bps - 550bps,Prob: 300bps - 325bps,4.68
2024-07-11,2025-06-18T00:00:00Z,525bps - 550bps,Prob: 325bps - 350bps,5.74
2024-07-11,2025-06-18T00:00:00Z,525bps - 550bps,Prob: 350bps - 375bps,7.33
2024-07-11,2025-06-18T00:00:00Z,525bps - 550bps,Prob: 375bps - 400bps,9.58
2024-07-11,2025-06-18T00:00:00Z,525bps - 550bps,Prob: 400bps - 425bps,11.94
2024-07-11,2025-06-18T00:00:00Z,525bps - 550bps,Prob: 425bps - 450bps,13.21
2024-07-11,2025-06-18T00:00:00Z,525bps - 550bps,Prob: 450bps - 475bps,12.36
2024-07-11,2025-06-18T00:00:00Z,525bps - 550bps,Prob: 475bps - 500bps,9.60
2024-07-11,2025-06-18T00:00:00Z,525bps - 550bps,Prob: 500bps - 525bps,6.24
2024-07-11,2025-06-18T00:00:00Z,525bps - 550bps,Prob: 525bps - 550bps,3.50
2024-07-11,2025-06-18T00:00:00Z,525bps - 550bps,Prob: 550bps - 575bps,1.79
2024-07-11,2025-06-18T00:00:00Z,525bps - 550bps,Prob: 575bps - 600bps,0.92
2024-07-11,2025-09-17T00:00:00Z,525bps - 525bps,Rate: 25th percentile,312.02
2024-07-11,2025-09-17T00:00:00Z,525bps - 525bps,Rate: mean,381.73
2024-07-11,2025-09-17T00:00:00Z,525bps - 525bps,Rate: mode,426.79
2024-07-11,2025-09-17T00:00:00Z,525bps - 525bps,Rate: 75th percentile,462.94
2024-07-11,2025-12-17T00:00:00Z,525bps - 525bps,Rate: 25th percentile,284.19
2024-07-11,2025-12-17T00:00:00Z,525bps - 525bps,Rate: mean,367.39
2024-07-11,2025-12-17T00:00:00Z,525bps - 525bps,Rate: mode,382.94
2024-07-11,2025-12-17T00:00:00Z,525bps - 525bps,Rate: 75th percentile,456.72
2024-07-11,2026-03-18T00:00:00Z,525bps - 525bps,Rate: 25th percentile,265.11
2024-07-11,2026-03-18T00:00:00Z,525bps - 525bps,Rate: mean,357.97
2024-07-11,2026-03-18T00:00:00Z,525bps - 525bps,Rate: mode,372.76
2024-07-11,2026-03-18T00:00:00Z,525bps - 525bps,Rate: 75th percentile,450.03
2024-07-11,2026-06-17T00:00:00Z,525bps - 525bps,Rate: 25th percentile,254.25
2024-07-11,2026-06-17T00:00:00Z,525bps - 525bps,Rate: mean,352.43
2024-07-11,2026-06-17T00:00:00Z,525bps - 525bps,Rate: mode,365.76
2024-07-11,2026-06-17T00:00:00Z,525bps - 525bps,Rate: 75th percentile,444.64
2024-07-11,2026-09-16T00:00:00Z,525bps - 525bps,Rate: 25th percentile,246.00
2024-07-11,2026-09-16T00:00:00Z,525bps - 525bps,Rate: mean,349.40
2024-07-11,2026-09-16T00:00:00Z,525bps - 525bps,Rate: mode,343.88
2024-07-11,2026-09-16T00:00:00Z,525bps - 525bps,Rate: 75th percentile,448.49
2024-07-11,2026-12-16T00:00:00Z,525bps - 525bps,Rate: 25th percentile,254.24
2024-07-11,2026-12-16T00:00:00Z,525bps - 525bps,Rate: mean,348.02
2024-07-11,2026-12-16T00:00:00Z,525bps - 525bps,Rate: mode,366.49
2024-07-11,2026-12-16T00:00:00Z,525bps - 525bps,Rate: 75th percentile,443.73
2024-07-11,2027-03-17T00:00:00Z,525bps - 525bps,Rate: 25th percentile,232.12
2024-07-11,2027-03-17T00:00:00Z,525bps - 525bps,Rate: mean,347.07
2024-07-11,2027-03-17T00:00:00Z,525bps - 525bps,Rate: mode,357.03
2024-07-11,2027-03-17T00:00:00Z,525bps - 525bps,Rate: 75th percentile,464.66
2024-07-12,2024-09-18T00:00:00Z,525bps - 550bps,Rate: 25th percentile,499.90
2024-07-12,2024-09-18T00:00:00Z,525bps - 550bps,Rate: mean,505.36
2024-07-12,2024-09-18T00:00:00Z,525bps - 550bps,Rate: mode,507.26
2024-07-12,2024-09-18T00:00:00Z,525bps - 550bps,Rate: 75th percentile,514.74
2024-07-12,2024-09-18T00:00:00Z,525bps - 550bps,Prob: cut,92.18
2024-07-12,2024-09-18T00:00:00Z,525bps - 550bps,Prob: hike,0.78
2024-07-12,2024-09-18T00:00:00Z,525bps - 550bps,Prob: 450bps - 475bps,2.06
2024-07-12,2024-09-18T00:00:00Z,525bps - 550bps,Prob: 475bps - 500bps,21.93
2024-07-12,2024-09-18T00:00:00Z,525bps - 550bps,Prob: 500bps - 525bps,68.77
2024-07-12,2024-09-18T00:00:00Z,525bps - 550bps,Prob: 525bps - 550bps,7.24
2024-07-12,2024-12-18T00:00:00Z,525bps - 550bps,Rate: 25th percentile,449.92
2024-07-12,2024-12-18T00:00:00Z,525bps - 550bps,Rate: mean,466.38
2024-07-12,2024-12-18T00:00:00Z,525bps - 550bps,Rate: mode,479.70
2024-07-12,2024-12-18T00:00:00Z,525bps - 550bps,Rate: 75th percentile,493.19
2024-07-12,2024-12-18T00:00:00Z,525bps - 550bps,Prob: cut,95.53
2024-07-12,2024-12-18T00:00:00Z,525bps - 550bps,Prob: hike,1.35
2024-07-12,2024-12-18T00:00:00Z,525bps - 550bps,Prob: 350bps - 375bps,1.32
2024-07-12,2024-12-18T00:00:00Z,525bps - 550bps,Prob: 375bps - 400bps,2.49
2024-07-12,2024-12-18T00:00:00Z,525bps - 550bps,Prob: 400bps - 425bps,6.26
2024-07-12,2024-12-18T00:00:00Z,525bps - 550bps,Prob: 425bps - 450bps,13.45
2024-07-12,2024-12-18T00:00:00Z,525bps - 550bps,Prob: 450bps - 475bps,27.34
2024-07-12,2024-12-18T00:00:00Z,525bps - 550bps,Prob: 475bps - 500bps,31.90
2024-07-12,2024-12-18T00:00:00Z,525bps - 550bps,Prob: 500bps - 525bps,14.00
2024-07-12,2024-12-18T00:00:00Z,525bps - 550bps,Prob: 525bps - 550bps,3.24
2024-07-12,2025-03-19T00:00:00Z,525bps - 550bps,Rate: 25th percentile,395.63
2024-07-12,2025-03-19T00:00:00Z,525bps - 550bps,Rate: mean,428.91
2024-07-12,2025-03-19T00:00:00Z,525bps - 550bps,Rate: mode,456.84
2024-07-12,2025-03-19T00:00:00Z,525bps - 550bps,Rate: 75th percentile,478.43
2024-07-12,2025-03-19T00:00:00Z,525bps - 550bps,Prob: cut,94.63
2024-07-12,2025-03-19T00:00:00Z,525bps - 550bps,Prob: hike,2.12
2024-07-12,2025-03-19T00:00:00Z,525bps - 550bps,Prob: 200bps - 225bps,0.78
2024-07-12,2025-03-19T00:00:00Z,525bps - 550bps,Prob: 225bps - 250bps,0.80
2024-07-12,2025-03-19T00:00:00Z,525bps - 550bps,Prob: 250bps - 275bps,0.96
2024-07-12,2025-03-19T00:00:00Z,525bps - 550bps,Prob: 275bps - 300bps,1.49
2024-07-12,2025-03-19T00:00:00Z,525bps - 550bps,Prob: 300bps - 325bps,2.49
2024-07-12,2025-03-19T00:00:00Z,525bps - 550bps,Prob: 325bps - 350bps,3.97
2024-07-12,2025-03-19T00:00:00Z,525bps - 550bps,Prob: 350bps - 375bps,6.02
2024-07-12,2025-03-19T00:00:00Z,525bps - 550bps,Prob: 375bps - 400bps,9.00
2024-07-12,2025-03-19T00:00:00Z,525bps - 550bps,Prob: 400bps - 425bps,13.02
2024-07-12,2025-03-19T00:00:00Z,525bps - 550bps,Prob: 425bps - 450bps,17.02
2024-07-12,2025-03-19T00:00:00Z,525bps - 550bps,Prob: 450bps - 475bps,18.17
2024-07-12,2025-03-19T00:00:00Z,525bps - 550bps,Prob: 475bps - 500bps,14.54
2024-07-12,2025-03-19T00:00:00Z,525bps - 550bps,Prob: 500bps - 525bps,8.33
2024-07-12,2025-03-19T00:00:00Z,525bps - 550bps,Prob: 525bps - 550bps,3.40
2024-07-12,2025-06-18T00:00:00Z,525bps - 550bps,Rate: 25th percentile,347.13
2024-07-12,2025-06-18T00:00:00Z,525bps - 550bps,Rate: mean,398.91
2024-07-12,2025-06-18T00:00:00Z,525bps - 550bps,Rate: mode,434.41
2024-07-12,2025-06-18T00:00:00Z,525bps - 550bps,Rate: 75th percentile,465.98
2024-07-12,2025-06-18T00:00:00Z,525bps - 550bps,Prob: cut,92.90
2024-07-12,2025-06-18T00:00:00Z,525bps - 550bps,Prob: hike,3.99
2024-07-12,2025-06-18T00:00:00Z,525bps - 550bps,Prob: 125bps - 150bps,0.52
2024-07-12,2025-06-18T00:00:00Z,525bps - 550bps,Prob: 150bps - 175bps,0.74
2024-07-12,2025-06-18T00:00:00Z,525bps - 550bps,Prob: 175bps - 200bps,1.12
2024-07-12,2025-06-18T00:00:00Z,525bps - 550bps,Prob: 200bps - 225bps,1.71
2024-07-12,2025-06-18T00:00:00Z,525bps - 550bps,Prob: 225bps - 250bps,2.46
2024-07-12,2025-06-18T00:00:00Z,525bps - 550bps,Prob: 250bps - 275bps,3.25
2024-07-12,2025-06-18T00:00:00Z,525bps - 550bps,Prob: 275bps - 300bps,4.00
2024-07-12,2025-06-18T00:00:00Z,525bps - 550bps,Prob: 300bps - 325bps,4.79
2024-07-12,2025-06-18T00:00:00Z,525bps - 550bps,Prob: 325bps - 350bps,5.93
2024-07-12,2025-06-18T00:00:00Z,525bps - 550bps,Prob: 350bps - 375bps,7.77
2024-07-12,2025-06-18T00:00:00Z,525bps - 550bps,Prob: 375bps - 400bps,10.25
2024-07-12,2025-06-18T00:00:00Z,525bps - 550bps,Prob: 400bps - 425bps,12.52
2024-07-12,2025-06-18T00:00:00Z,525bps - 550bps,Prob: 425bps - 450bps,13.30
2024-07-12,2025-06-18T00:00:00Z,525bps - 550bps,Prob: 450bps - 475bps,11.93
2024-07-12,2025-06-18T00:00:00Z,525bps - 550bps,Prob: 475bps - 500bps,8.99
2024-07-12,2025-06-18T00:00:00Z,525bps - 550bps,Prob: 500bps - 525bps,5.79
2024-07-12,2025-06-18T00:00:00Z,525bps - 550bps,Prob: 525bps - 550bps,3.26
2024-07-12,2025-06-18T00:00:00Z,525bps - 550bps,Prob: 550bps - 575bps,1.68
2024-07-12,2025-09-17T00:00:00Z,525bps - 525bps,Rate: 25th percentile,309.56
2024-07-12,2025-09-17T00:00:00Z,525bps - 525bps,Rate: mean,377.21
2024-07-12,2025-09-17T00:00:00Z,525bps - 525bps,Rate: mode,407.46
2024-07-12,2025-09-17T00:00:00Z,525bps - 525bps,Rate: 75th percentile,458.14
2024-07-12,2025-12-17T00:00:00Z,525bps - 525bps,Rate: 25th percentile,279.27
2024-07-12,2025-12-17T00:00:00Z,525bps - 525bps,Rate: mean,363.41
2024-07-12,2025-12-17T00:00:00Z,525bps - 525bps,Rate: mode,387.12
2024-07-12,2025-12-17T00:00:00Z,525bps - 525bps,Rate: 75th percentile,451.32
2024-07-12,2026-03-18T00:00:00Z,525bps - 525bps,Rate: 25th percentile,261.58
2024-07-12,2026-03-18T00:00:00Z,525bps - 525bps,Rate: mean,354.47
2024-07-12,2026-03-18T00:00:00Z,525bps - 525bps,Rate: mode,365.90
2024-07-12,2026-03-18T00:00:00Z,525bps - 525bps,Rate: 75th percentile,446.23
2024-07-12,2026-06-17T00:00:00Z,525bps - 525bps,Rate: 25th percentile,251.69
2024-07-12,2026-06-17T00:00:00Z,525bps - 525bps,Rate: mean,349.47
2024-07-12,2026-06-17T00:00:00Z,525bps - 525bps,Rate: mode,358.79
2024-07-12,2026-06-17T00:00:00Z,525bps - 525bps,Rate: 75th percentile,443.19
2024-07-12,2026-09-16T00:00:00Z,525bps - 525bps,Rate: 25th percentile,244.20
2024-07-12,2026-09-16T00:00:00Z,525bps - 525bps,Rate: mean,346.88
2024-07-12,2026-09-16T00:00:00Z,525bps - 525bps,Rate: mode,344.44
2024-07-12,2026-09-16T00:00:00Z,525bps - 525bps,Rate: 75th percentile,444.82
2024-07-12,2026-12-16T00:00:00Z,525bps - 525bps,Rate: 25th percentile,246.63
2024-07-12,2026-12-16T00:00:00Z,525bps - 525bps,Rate: mean,346.04
2024-07-12,2026-12-16T00:00:00Z,525bps - 525bps,Rate: mode,340.29
2024-07-12,2026-12-16T00:00:00Z,525bps - 525bps,Rate: 75th percentile,445.76
2024-07-12,2027-03-17T00:00:00Z,525bps - 525bps,Rate: 25th percentile,233.11
2024-07-12,2027-03-17T00:00:00Z,525bps - 525bps,Rate: mean,346.01
2024-07-12,2027-03-17T00:00:00Z,525bps - 525bps,Rate: mode,346.65
