date,act_symbol,expiration,strike,call_put,bid,ask,vol,delta,gamma,theta,vega,rho
2025-04-10,AAPL,2025-04-25,150.00,Call,41.75,43.50,0.9402,0.9123,0.0042,-0.1828,0.0606,0.0541
2025-04-10,AAPL,2025-04-25,150.00,Put,1.35,1.42,0.9120,-0.0800,0.0042,-0.1751,0.0576,-0.0068
2025-04-10,AAPL,2025-04-25,155.00,Call,36.05,39.90,0.8926,0.8923,0.0052,-0.2039,0.0707,0.0545
2025-04-10,AAPL,2025-04-25,155.00,Put,1.66,1.77,0.8669,-0.0999,0.0052,-0.1964,0.0679,-0.0085
2025-04-10,AAPL,2025-04-25,160.00,Call,32.50,33.30,0.7814,0.8835,0.0063,-0.1892,0.0749,0.0559
2025-04-10,AAPL,2025-04-25,160.00,Put,2.07,2.16,0.8207,-0.1240,0.0064,-0.2176,0.0810,-0.0100
2025-04-10,AAPL,2025-04-25,167.50,Call,25.75,26.80,0.7283,0.8319,0.0088,-0.2294,0.0965,0.0545
2025-04-10,AAPL,2025-04-25,167.50,Put,2.89,3.10,0.7607,-0.1747,0.0087,-0.2537,0.1004,-0.0141
2025-04-10,AAPL,2025-04-25,172.50,Call,21.15,23.35,0.7097,0.7823,0.0106,-0.2637,0.1133,0.0523
2025-04-10,AAPL,2025-04-25,172.50,Put,3.70,3.85,0.7219,-0.2188,0.0105,-0.2751,0.1143,-0.0187
2025-04-10,AAPL,2025-04-25,175.00,Call,20.00,20.40,0.6894,0.7569,0.0116,-0.2731,0.1206,0.0511
2025-04-10,AAPL,2025-04-25,175.00,Put,4.20,4.65,0.7175,-0.2476,0.0114,-0.2942,0.1197,-0.0199
2025-04-10,AAPL,2025-04-25,180.00,Call,15.30,17.55,0.6603,0.6956,0.0136,-0.2937,0.1350,0.0479
2025-04-10,AAPL,2025-04-25,180.00,Put,5.30,5.55,0.6689,-0.3040,0.0135,-0.3031,0.1352,-0.0242
2025-04-10,AAPL,2025-04-25,182.50,Call,14.45,15.70,0.6758,0.6564,0.0139,-0.3167,0.1420,0.0453
2025-04-10,AAPL,2025-04-25,182.50,Put,6.00,6.25,0.6526,-0.3379,0.0144,-0.3090,0.1417,-0.0268
2025-04-10,AAPL,2025-04-25,187.50,Call,10.10,11.40,0.5768,0.5871,0.0173,-0.2868,0.1505,0.0417
2025-04-10,AAPL,2025-04-25,187.50,Put,7.60,8.90,0.6516,-0.4153,0.0154,-0.3290,0.1510,-0.0328
2025-04-10,AAPL,2025-04-25,190.00,Call,9.60,10.65,0.6206,0.5430,0.0164,-0.3148,0.1533,0.0385
2025-04-10,AAPL,2025-04-25,190.00,Put,7.85,9.60,0.6032,-0.4552,0.0170,-0.3096,0.1535,-0.0355
2025-04-10,AAPL,2025-04-25,195.00,Call,6.90,7.70,0.5838,0.4555,0.0174,-0.2966,0.1533,0.0327
2025-04-10,AAPL,2025-04-25,195.00,Put,10.85,11.25,0.5769,-0.5437,0.0177,-0.2960,0.1540,-0.0419
2025-04-10,AAPL,2025-04-25,197.50,Call,5.75,6.15,0.5586,0.4074,0.0179,-0.2780,0.1502,0.0295
2025-04-10,AAPL,2025-04-25,197.50,Put,12.20,12.60,0.5654,-0.5892,0.0177,-0.2845,0.1519,-0.0450
2025-04-10,AAPL,2025-04-25,202.50,Call,3.80,4.65,0.5510,0.3218,0.0167,-0.2536,0.1387,0.0235
2025-04-10,AAPL,2025-04-25,202.50,Put,15.25,15.70,0.5446,-0.6789,0.0169,-0.2520,0.1363,-0.0505
2025-04-10,AAPL,2025-04-25,205.00,Call,3.00,3.20,0.5152,0.2678,0.0164,-0.2180,0.1275,0.0197
2025-04-10,AAPL,2025-04-25,205.00,Put,16.95,17.45,0.5356,-0.7214,0.0161,-0.2320,0.1291,-0.0530
2025-04-10,AAPL,2025-04-25,210.00,Call,1.86,1.99,0.4993,0.1894,0.0139,-0.1739,0.1048,0.0140
2025-04-10,AAPL,2025-04-25,210.00,Put,20.40,21.95,0.5383,-0.7893,0.0138,-0.1999,0.1124,-0.0563
2025-04-10,AAPL,2025-04-25,215.00,Call,1.10,1.20,0.4882,0.1271,0.0110,-0.1308,0.0806,0.0095
2025-04-10,AAPL,2025-04-25,215.00,Put,23.65,26.70,0.5132,-0.8589,0.0112,-0.1471,0.0840,-0.0576
2025-04-10,AAPL,2025-04-25,220.00,Call,0.65,0.75,0.4867,0.0842,0.0081,-0.0969,0.0599,0.0063
2025-04-10,AAPL,2025-04-25,220.00,Put,28.80,31.15,0.5549,-0.8830,0.0091,-0.1389,0.0753,-0.0582
2025-04-10,AAPL,2025-04-25,225.00,Call,0.39,0.46,0.4882,0.0549,0.0058,-0.0698,0.0430,0.0041
2025-04-10,AAPL,2025-04-25,225.00,Put,32.95,36.55,0.5846,-0.9056,0.0074,-0.1247,0.0667,-0.0579
2025-04-10,AAPL,2025-04-25,230.00,Call,0.25,0.31,0.4989,0.0375,0.0042,-0.0525,0.0316,0.0028
2025-04-10,AAPL,2025-04-25,230.00,Put,38.40,40.95,0.6297,-0.9166,0.0062,-0.1219,0.0585,-0.0579
2025-04-10,AAPL,2025-05-09,150.00,Call,41.10,44.90,0.7132,0.9021,0.0043,-0.1097,0.0909,0.1028
2025-04-10,AAPL,2025-05-09,150.00,Put,2.25,2.44,0.7639,-0.1077,0.0044,-0.1307,0.0997,-0.0182
2025-04-10,AAPL,2025-05-09,155.00,Call,37.65,40.35,0.7330,0.8663,0.0053,-0.1428,0.1143,0.1006
2025-04-10,AAPL,2025-05-09,155.00,Put,2.74,2.94,0.7326,-0.1305,0.0053,-0.1435,0.1142,-0.0220
2025-04-10,AAPL,2025-05-09,160.00,Call,33.20,35.95,0.6992,0.8399,0.0063,-0.1547,0.1293,0.1001
2025-04-10,AAPL,2025-05-09,160.00,Put,3.30,3.55,0.7010,-0.1575,0.0063,-0.1557,0.1296,-0.0266
2025-04-10,AAPL,2025-05-09,165.00,Call,29.05,31.65,0.6718,0.8068,0.0074,-0.1684,0.1461,0.0984
2025-04-10,AAPL,2025-05-09,165.00,Put,3.10,4.70,0.6539,-0.1851,0.0075,-0.1609,0.1437,-0.0312
2025-04-10,AAPL,2025-05-09,170.00,Call,25.05,27.60,0.6476,0.7673,0.0086,-0.1818,0.1633,0.0956
2025-04-10,AAPL,2025-05-09,170.00,Put,5.05,5.25,0.6488,-0.2300,0.0087,-0.1821,0.1627,-0.0360
2025-04-10,AAPL,2025-05-09,175.00,Call,21.10,23.80,0.6213,0.7221,0.0099,-0.1921,0.1795,0.0918
2025-04-10,AAPL,2025-05-09,175.00,Put,6.05,6.40,0.6211,-0.2748,0.0100,-0.1916,0.1818,-0.0427
2025-04-10,AAPL,2025-05-09,180.00,Call,17.75,20.05,0.6009,0.6693,0.0111,-0.2013,0.1942,0.0866
