date,act_symbol,expiration,strike,call_put,bid,ask,vol,delta,gamma,theta,vega,rho
2025-05-21,AAPL,2025-06-06,140.00,Call,61.70,63.40,0.8039,0.9884,0.0008,-0.0459,0.0126,0.0601
2025-05-21,AAPL,2025-06-06,140.00,Put,0.01,0.04,0.6885,-0.0042,0.0004,-0.0112,0.0052,-0.0003
2025-05-21,AAPL,2025-06-06,150.00,Call,52.00,53.10,0.6560,0.9877,0.0011,-0.0426,0.0132,0.0645
2025-05-21,AAPL,2025-06-06,150.00,Put,0.04,0.06,0.5857,-0.0060,0.0006,-0.0131,0.0072,-0.0005
2025-05-21,AAPL,2025-06-06,160.00,Call,42.20,43.05,0.5617,0.9802,0.0019,-0.0516,0.0200,0.0681
2025-05-21,AAPL,2025-06-06,160.00,Put,0.09,0.11,0.5162,-0.0127,0.0015,-0.0221,0.0138,-0.0011
2025-05-21,AAPL,2025-06-06,165.00,Call,37.20,38.20,0.5249,0.9723,0.0028,-0.0607,0.0267,0.0696
2025-05-21,AAPL,2025-06-06,165.00,Put,0.13,0.15,0.4832,-0.0181,0.0021,-0.0282,0.0189,-0.0016
2025-05-21,AAPL,2025-06-06,170.00,Call,32.60,33.40,0.4513,0.9720,0.0033,-0.0527,0.0269,0.0718
2025-05-21,AAPL,2025-06-06,170.00,Put,0.19,0.22,0.4465,-0.0274,0.0033,-0.0366,0.0267,-0.0025
2025-05-21,AAPL,2025-06-06,175.00,Call,27.40,28.60,0.4627,0.9400,0.0060,-0.0899,0.0502,0.0710
2025-05-21,AAPL,2025-06-06,175.00,Put,0.30,0.35,0.4183,-0.0434,0.0052,-0.0500,0.0390,-0.0039
2025-05-21,AAPL,2025-06-06,180.00,Call,23.25,23.50,0.4024,0.9276,0.0080,-0.0882,0.0581,0.0721
2025-05-21,AAPL,2025-06-06,180.00,Put,0.50,0.53,0.3897,-0.0685,0.0080,-0.0665,0.0559,-0.0063
2025-05-21,AAPL,2025-06-06,185.00,Call,18.60,18.80,0.3727,0.8883,0.0119,-0.1085,0.0803,0.0706
2025-05-21,AAPL,2025-06-06,185.00,Put,0.83,0.88,0.3648,-0.1105,0.0122,-0.0889,0.0810,-0.0095
2025-05-21,AAPL,2025-06-06,190.00,Call,13.85,14.10,0.3457,0.8206,0.0178,-0.1359,0.1107,0.0666
2025-05-21,AAPL,2025-06-06,190.00,Put,1.38,1.42,0.3442,-0.1725,0.0175,-0.1136,0.1119,-0.0146
2025-05-21,AAPL,2025-06-06,195.00,Call,10.20,10.30,0.3292,0.7278,0.0237,-0.1575,0.1406,0.0601
2025-05-21,AAPL,2025-06-06,195.00,Put,2.45,2.51,0.3270,-0.2793,0.0244,-0.1401,0.1408,-0.0232
2025-05-21,AAPL,2025-06-06,197.50,Call,8.05,8.30,0.3174,0.6595,0.0272,-0.1673,0.1551,0.0548
2025-05-21,AAPL,2025-06-06,197.50,Put,3.05,3.15,0.3199,-0.3336,0.0270,-0.1486,0.1557,-0.0274
2025-05-21,AAPL,2025-06-06,202.50,Call,5.10,5.25,0.3057,0.5135,0.0308,-0.1718,0.1687,0.0432
2025-05-21,AAPL,2025-06-06,202.50,Put,5.10,5.20,0.3043,-0.4892,0.0313,-0.1513,0.1686,-0.0382
2025-05-21,AAPL,2025-06-06,205.00,Call,3.90,4.00,0.2996,0.4355,0.0310,-0.1651,0.1666,0.0368
2025-05-21,AAPL,2025-06-06,205.00,Put,6.35,6.50,0.2979,-0.5686,0.0317,-0.1444,0.1653,-0.0429
2025-05-21,AAPL,2025-06-06,210.00,Call,2.21,2.22,0.2901,0.2946,0.0280,-0.1379,0.1462,0.0251
2025-05-21,AAPL,2025-06-06,210.00,Put,9.50,9.85,0.2927,-0.7188,0.0281,-0.1181,0.1403,-0.0490
2025-05-21,AAPL,2025-06-06,215.00,Call,1.03,1.08,0.2871,0.1675,0.0206,-0.0987,0.1061,0.0143
2025-05-21,AAPL,2025-06-06,215.00,Put,13.40,13.75,0.2845,-0.8448,0.0214,-0.0768,0.0995,-0.0477
2025-05-21,AAPL,2025-06-06,217.50,Call,0.72,0.76,0.2887,0.1251,0.0168,-0.0813,0.0871,0.0107
2025-05-21,AAPL,2025-06-06,217.50,Put,15.50,16.05,0.2849,-0.8901,0.0176,-0.0585,0.0803,-0.0437
2025-05-21,AAPL,2025-06-06,222.50,Call,0.36,0.38,0.2961,0.0686,0.0105,-0.0532,0.0559,0.0059
