date,act_symbol,expiration,strike,call_put,bid,ask,vol,delta,gamma,theta,vega,rho
2025-05-27,AAPL,2025-06-13,140.00,Call,60.00,61.10,0.6042,0.9974,0.0002,-0.0199,0.0031,0.0648
2025-05-27,AAPL,2025-06-13,140.00,Put,0.05,0.06,0.6775,-0.0056,0.0005,-0.0136,0.0069,-0.0005
2025-05-27,AAPL,2025-06-13,150.00,Call,50.20,51.05,0.5798,0.9913,0.0009,-0.0323,0.0099,0.0688
2025-05-27,AAPL,2025-06-13,150.00,Put,0.08,0.10,0.5952,-0.0099,0.0010,-0.0197,0.0114,-0.0009
2025-05-27,AAPL,2025-06-13,160.00,Call,40.10,41.20,0.4679,0.9888,0.0014,-0.0336,0.0124,0.0733
2025-05-27,AAPL,2025-06-13,160.00,Put,0.16,0.17,0.5198,-0.0193,0.0020,-0.0306,0.0203,-0.0018
2025-05-27,AAPL,2025-06-13,165.00,Call,35.40,36.20,0.4815,0.9732,0.0029,-0.0543,0.0265,0.0741
2025-05-27,AAPL,2025-06-13,165.00,Put,0.22,0.24,0.4860,-0.0275,0.0030,-0.0385,0.0274,-0.0026
2025-05-27,AAPL,2025-06-13,170.00,Call,30.70,31.20,0.4596,0.9572,0.0045,-0.0699,0.0391,0.0748
2025-05-27,AAPL,2025-06-13,170.00,Put,0.33,0.34,0.4525,-0.0408,0.0044,-0.0494,0.0378,-0.0039
2025-05-27,AAPL,2025-06-13,175.00,Call,25.90,26.30,0.4222,0.9388,0.0066,-0.0819,0.0521,0.0754
2025-05-27,AAPL,2025-06-13,175.00,Put,0.46,0.50,0.4188,-0.0595,0.0065,-0.0616,0.0511,-0.0057
2025-05-27,AAPL,2025-06-13,180.00,Call,21.20,21.55,0.3930,0.9069,0.0097,-0.1001,0.0718,0.0746
2025-05-27,AAPL,2025-06-13,180.00,Put,0.74,0.76,0.3910,-0.0917,0.0097,-0.0800,0.0725,-0.0083
2025-05-27,AAPL,2025-06-13,185.00,Call,16.70,17.05,0.3715,0.8536,0.0142,-0.1246,0.0990,0.0717
2025-05-27,AAPL,2025-06-13,185.00,Put,1.20,1.23,0.3677,-0.1437,0.0143,-0.1032,0.1028,-0.0129
2025-05-27,AAPL,2025-06-13,187.50,Call,14.55,14.90,0.3609,0.8182,0.0169,-0.1369,0.1140,0.0694
2025-05-27,AAPL,2025-06-13,187.50,Put,1.52,1.64,0.3587,-0.1806,0.0170,-0.1164,0.1138,-0.0161
2025-05-27,AAPL,2025-06-13,192.50,Call,10.65,10.80,0.3415,0.7255,0.0225,-0.1590,0.1440,0.0626
2025-05-27,AAPL,2025-06-13,192.50,Put,2.52,2.68,0.3415,-0.2752,0.0227,-0.1397,0.1434,-0.0241
2025-05-27,AAPL,2025-06-13,195.00,Call,8.85,9.00,0.3332,0.6675,0.0252,-0.1671,0.1569,0.0581
2025-05-27,AAPL,2025-06-13,195.00,Put,3.25,3.35,0.3333,-0.3337,0.0254,-0.1478,0.1585,-0.0288
2025-05-27,AAPL,2025-06-13,200.00,Call,5.80,5.95,0.3221,0.5324,0.0285,-0.1735,0.1718,0.0469
2025-05-27,AAPL,2025-06-13,200.00,Put,5.15,5.30,0.3207,-0.4699,0.0290,-0.1534,0.1718,-0.0390
2025-05-27,AAPL,2025-06-13,205.00,Call,3.50,3.60,0.3126,0.3881,0.0283,-0.1602,0.1655,0.0345
2025-05-27,AAPL,2025-06-13,205.00,Put,7.70,8.00,0.3075,-0.6184,0.0292,-0.1378,0.1647,-0.0480
2025-05-27,AAPL,2025-06-13,207.50,Call,2.65,2.75,0.3108,0.3203,0.0266,-0.1479,0.1546,0.0286
2025-05-27,AAPL,2025-06-13,207.50,Put,9.00,10.10,0.3083,-0.6867,0.0273,-0.1268,0.1516,-0.0510
2025-05-27,AAPL,2025-06-13,212.50,Call,1.44,1.49,0.3075,0.2029,0.0212,-0.1146,0.1220,0.0182
2025-05-27,AAPL,2025-06-13,212.50,Put,12.85,13.90,0.3076,-0.8054,0.0218,-0.0947,0.1227,-0.0524
2025-05-27,AAPL,2025-06-13,215.00,Call,1.05,1.08,0.3080,0.1572,0.0180,-0.0974,0.1039,0.0141
2025-05-27,AAPL,2025-06-13,215.00,Put,15.15,15.65,0.2988,-0.8612,0.0187,-0.0714,0.0999,-0.0494
2025-05-27,AAPL,2025-06-13,220.00,Call,0.55,0.57,0.3145,0.0911,0.0120,-0.0675,0.0708,0.0082
2025-05-27,AAPL,2025-06-13,220.00,Put,19.50,20.60,0.3165,-0.9180,0.0130,-0.0493,0.0671,-0.0427
2025-05-27,AAPL,2025-06-13,225.00,Call,0.30,0.33,0.3240,0.0544,0.0078,-0.0466,0.0477,0.0049
2025-05-27,AAPL,2025-06-13,225.00,Put,24.70,25.60,0.3617,-0.9378,0.0096,-0.0446,0.0562,-0.0391
2025-05-27,AAPL,2025-06-13,230.00,Call,0.19,0.20,0.3423,0.0343,0.0051,-0.0338,0.0328,0.0031
2025-05-27,AAPL,2025-06-13,230.00,Put,29.25,30.45,0.3800,-0.9607,0.0070,-0.0312,0.0385,-0.0321
2025-05-27,AAPL,2025-06-13,235.00,Call,0.11,0.13,0.3569,0.0215,0.0033,-0.0238,0.0222,0.0019
2025-05-27,AAPL,2025-06-13,235.00,Put,34.35,35.45,0.4406,-0.9578,0.0060,-0.0399,0.0405,-0.0360
2025-05-27,AAPL,2025-06-13,240.00,Call,0.08,0.09,0.3759,0.0151,0.0023,-0.0185,0.0164,0.0013
2025-05-27,AAPL,2025-06-13,240.00,Put,39.40,40.50,0.4448,-0.9798,0.0043,-0.0199,0.0227,-0.0215
2025-05-27,AAPL,2025-06-13,250.00,Call,0.04,0.05,0.4139,0.0078,0.0012,-0.0114,0.0092,0.0007
2025-05-27,AAPL,2025-06-13,250.00,Put,49.35,50.25,0.5368,-0.9779,0.0034,-0.0269,0.0244,-0.0271
2025-05-27,AAPL,2025-06-13,260.00,Call,0.02,0.04,0.4568,0.0049,0.0007,-0.0084,0.0061,0.0004
2025-05-27,AAPL,2025-06-13,260.00,Put,59.25,60.45,0.6366,-0.9745,0.0029,-0.0380,0.0275,-0.0328
2025-05-27,AAPL,2025-06-27,140.00,Call,60.55,61.30,0.5848,0.9860,0.0010,-0.0339,0.0203,0.1159
2025-05-27,AAPL,2025-06-27,140.00,Put,0.12,0.15,0.5646,-0.0113,0.0009,-0.0155,0.0173,-0.0020
2025-05-27,AAPL,2025-06-27,150.00,Call,50.55,51.65,0.5335,0.9747,0.0018,-0.0449,0.0341,0.1224
2025-05-27,AAPL,2025-06-27,150.00,Put,0.21,0.25,0.5076,-0.0200,0.0016,-0.0227,0.0283,-0.0036
2025-05-27,AAPL,2025-06-27,160.00,Call,40.65,41.85,0.4574,0.9619,0.0030,-0.0519,0.0479,0.1286
2025-05-27,AAPL,2025-06-27,160.00,Put,0.38,0.40,0.4502,-0.0356,0.0029,-0.0324,0.0457,-0.0063
2025-05-27,AAPL,2025-06-27,165.00,Call,36.05,36.60,0.4395,0.9449,0.0043,-0.0636,0.0648,0.1297
2025-05-27,AAPL,2025-06-27,165.00,Put,0.52,0.55,0.4257,-0.0492,0.0041,-0.0396,0.0594,-0.0088
2025-05-27,AAPL,2025-06-27,170.00,Call,31.40,31.90,0.4078,0.9286,0.0057,-0.0690,0.0792,0.1310
2025-05-27,AAPL,2025-06-27,170.00,Put,0.74,0.76,0.4018,-0.0691,0.0056,-0.0485,0.0776,-0.0123
2025-05-27,AAPL,2025-06-27,175.00,Call,26.75,27.20,0.3847,0.9013,0.0077,-0.0796,0.1012,0.1304
2025-05-27,AAPL,2025-06-27,175.00,Put,1.04,1.09,0.3818,-0.0967,0.0077,-0.0596,0.1030,-0.0161
2025-05-27,AAPL,2025-06-27,180.00,Call,22.35,22.65,0.3677,0.8602,0.0103,-0.0933,0.1295,0.1272
2025-05-27,AAPL,2025-06-27,180.00,Put,1.50,1.56,0.3619,-0.1363,0.0104,-0.0717,0.1303,-0.0225
2025-05-27,AAPL,2025-06-27,185.00,Call,18.00,18.40,0.3486,0.8066,0.0134,-0.1057,0.1599,0.1217
2025-05-27,AAPL,2025-06-27,185.00,Put,2.18,2.26,0.3441,-0.1911,0.0136,-0.0844,0.1641,-0.0311
2025-05-27,AAPL,2025-06-27,190.00,Call,14.05,14.40,0.3326,0.7348,0.0168,-0.1171,0.1911,0.1129
2025-05-27,AAPL,2025-06-27,190.00,Put,3.20,3.30,0.3294,-0.2648,0.0171,-0.0961,0.1910,-0.0424
2025-05-27,AAPL,2025-06-27,195.00,Call,10.60,10.80,0.3202,0.6442,0.0199,-0.1253,0.2173,0.1004
2025-05-27,AAPL,2025-06-27,195.00,Put,4.60,4.75,0.3156,-0.3566,0.0205,-0.1037,0.2200,-0.0555
2025-05-27,AAPL,2025-06-27,200.00,Call,7.50,7.70,0.3059,0.5394,0.0222,-0.1254,0.2316,0.0853
2025-05-27,AAPL,2025-06-27,200.00,Put,6.55,6.70,0.3037,-0.4646,0.0228,-0.1045,0.2315,-0.0698
2025-05-27,AAPL,2025-06-27,205.00,Call,5.10,5.25,0.2977,0.4264,0.0225,-0.1187,0.2288,0.0681
2025-05-27,AAPL,2025-06-27,205.00,Put,8.95,9.50,0.2960,-0.5804,0.0232,-0.0979,0.2288,-0.0824
2025-05-27,AAPL,2025-06-27,210.00,Call,3.30,3.40,0.2916,0.3175,0.0209,-0.1045,0.2080,0.0511
2025-05-27,AAPL,2025-06-27,210.00,Put,11.85,12.50,0.2777,-0.7026,0.0224,-0.0782,0.2049,-0.0898
2025-05-27,AAPL,2025-06-27,215.00,Call,2.04,2.08,0.2871,0.2223,0.0177,-0.0852,0.1738,0.0360
2025-05-27,AAPL,2025-06-27,215.00,Put,16.00,16.90,0.3016,-0.7775,0.0182,-0.0717,0.1763,-0.0919
2025-05-27,AAPL,2025-06-27,220.00,Call,1.23,1.27,0.2872,0.1494,0.0138,-0.0660,0.1357,0.0243
2025-05-27,AAPL,2025-06-27,220.00,Put,20.10,20.80,0.2873,-0.8681,0.0148,-0.0455,0.1268,-0.0817
2025-05-27,AAPL,2025-06-27,225.00,Call,0.74,0.77,0.2901,0.0979,0.0102,-0.0492,0.1008,0.0160
2025-05-27,AAPL,2025-06-27,225.00,Put,24.45,25.80,0.3018,-0.9124,0.0114,-0.0339,0.0953,-0.0707
2025-05-27,AAPL,2025-06-27,230.00,Call,0.46,0.48,0.2964,0.0644,0.0072,-0.0365,0.0734,0.0105
2025-05-27,AAPL,2025-06-27,230.00,Put,29.50,30.45,0.3235,-0.9375,0.0089,-0.0271,0.0727,-0.0613
2025-05-27,AAPL,2025-06-27,235.00,Call,0.29,0.31,0.3043,0.0427,0.0051,-0.0269,0.0531,0.0070
2025-05-27,AAPL,2025-06-27,235.00,Put,34.10,35.55,0.3340,-0.9634,0.0069,-0.0171,0.0464,-0.0433
2025-05-27,AAPL,2025-06-27,240.00,Call,0.20,0.21,0.3154,0.0297,0.0036,-0.0206,0.0394,0.0048
2025-05-27,AAPL,2025-06-27,240.00,Put,39.30,40.55,0.3895,-0.9530,0.0062,-0.0262,0.0598,-0.0569
2025-05-27,AAPL,2025-06-27,250.00,Call,0.11,0.12,0.3433,0.0165,0.0020,-0.0136,0.0240,0.0027
2025-05-27,AAPL,2025-06-27,250.00,Put,49.20,50.55,0.4469,-0.9642,0.0046,-0.0235,0.0487,-0.0516
2025-05-27,AAPL,2025-06-27,260.00,Call,0.06,0.09,0.3737,0.0104,0.0012,-0.0099,0.0161,0.0017
2025-05-27,AAPL,2025-06-27,260.00,Put,59.35,60.70,0.5050,-0.9712,0.0037,-0.0222,0.0393,-0.0470
2025-05-27,AAPL,2025-07-18,140.00,Call,61.15,61.85,0.5120,0.9760,0.0014,-0.0364,0.0423,0.1909
2025-05-27,AAPL,2025-07-18,140.00,Put,0.32,0.33,0.5010,-0.0216,0.0013,-0.0183,0.0391,-0.0066
