date,act_symbol,expiration,strike,call_put,bid,ask,vol,delta,gamma,theta,vega,rho
2025-04-08,AAPL,2025-04-25,140.00,Call,35.10,36.10,0.9569,0.8719,0.0058,-0.2416,0.0783,0.0535
2025-04-08,AAPL,2025-04-25,140.00,Put,2.35,2.59,0.9499,-0.1273,0.0059,-0.2140,0.0755,-0.0106
2025-04-08,AAPL,2025-04-25,145.00,Call,30.65,33.05,0.9822,0.8278,0.0069,-0.2957,0.0953,0.0517
2025-04-08,AAPL,2025-04-25,145.00,Put,2.96,3.05,0.9002,-0.1561,0.0071,-0.2327,0.0932,-0.0129
2025-04-08,AAPL,2025-04-25,150.00,Call,26.40,27.45,0.8672,0.8058,0.0085,-0.2822,0.1027,0.0522
2025-04-08,AAPL,2025-04-25,150.00,Put,3.70,3.85,0.8611,-0.1938,0.0086,-0.2545,0.1029,-0.0159
2025-04-08,AAPL,2025-04-25,155.00,Call,22.85,23.05,0.8347,0.7601,0.0100,-0.3042,0.1160,0.0504
2025-04-08,AAPL,2025-04-25,155.00,Put,4.65,5.05,0.8349,-0.2409,0.0100,-0.2794,0.1194,-0.0196
2025-04-08,AAPL,2025-04-25,160.00,Call,18.65,21.20,0.8586,0.6986,0.0109,-0.3463,0.1300,0.0468
2025-04-08,AAPL,2025-04-25,160.00,Put,5.60,6.10,0.7827,-0.2914,0.0118,-0.2870,0.1279,-0.0235
2025-04-08,AAPL,2025-04-25,165.00,Call,15.20,17.65,0.8219,0.6412,0.0122,-0.3536,0.1394,0.0439
2025-04-08,AAPL,2025-04-25,165.00,Put,7.15,7.70,0.7574,-0.3545,0.0132,-0.3001,0.1398,-0.0282
2025-04-08,AAPL,2025-04-25,170.00,Call,12.30,12.55,0.7322,0.5778,0.0143,-0.3296,0.1459,0.0406
2025-04-08,AAPL,2025-04-25,170.00,Put,8.75,9.30,0.7127,-0.4240,0.0149,-0.2957,0.1466,-0.0330
2025-04-08,AAPL,2025-04-25,172.50,Call,10.60,11.25,0.7145,0.5408,0.0149,-0.3254,0.1480,0.0383
2025-04-08,AAPL,2025-04-25,172.50,Put,10.05,10.75,0.7205,-0.4615,0.0149,-0.3023,0.1479,-0.0359
2025-04-08,AAPL,2025-04-25,175.00,Call,9.40,9.65,0.6976,0.5022,0.0153,-0.3186,0.1487,0.0359
2025-04-08,AAPL,2025-04-25,175.00,Put,10.20,11.90,0.6732,-0.5028,0.0161,-0.2820,0.1492,-0.0383
2025-04-08,AAPL,2025-04-25,180.00,Call,6.95,7.15,0.6666,0.4219,0.0157,-0.2974,0.1458,0.0306
