Index,name,value,term
2023-11-16,ZQU24.CBT.High,95.279998779296875,2024 Sep
2023-11-16,ZQU24.CBT.Low,95.19499969482422,2024 Sep
2023-11-16,ZQU24.CBT.Close,95.24500274658203,2024 Sep
2023-11-16,ZQU24.CBT.Volume,811,2024 Sep
2023-11-16,ZQU24.CBT.Adjusted,95.24500274658203,2024 Sep
2023-11-17,ZQU24.CBT.Open,95.26000213623047,2024 Sep
2023-11-17,ZQU24.CBT.High,95.279998779296875,2024 Sep
2023-11-17,ZQU24.CBT.Low,95.18499755859375,2024 Sep
2023-11-17,ZQU24.CBT.Close,95.19000244140625,2024 Sep
2023-11-17,ZQU24.CBT.Volume,408,2024 Sep
2023-11-17,ZQU24.CBT.Adjusted,95.19000244140625,2024 Sep
2023-11-20,ZQU24.CBT.Open,95.19499969482422,2024 Sep
2023-11-20,ZQU24.CBT.High,95.20999908447266,2024 Sep
2023-11-20,ZQU24.CBT.Low,95.16999816894531,2024 Sep
2023-11-20,ZQU24.CBT.Close,95.17500305175781,2024 Sep
2023-11-20,ZQU24.CBT.Volume,300,2024 Sep
2023-11-20,ZQU24.CBT.Adjusted,95.17500305175781,2024 Sep
2023-11-21,ZQU24.CBT.Open,95.18000030517578,2024 Sep
2023-11-21,ZQU24.CBT.High,95.20500183105469,2024 Sep
2023-11-21,ZQU24.CBT.Low,95.16500091552734,2024 Sep
2023-11-21,ZQU24.CBT.Close,95.19000244140625,2024 Sep
2023-11-21,ZQU24.CBT.Volume,1160,2024 Sep
2023-11-21,ZQU24.CBT.Adjusted,95.19000244140625,2024 Sep
2023-11-22,ZQU24.CBT.Open,95.19000244140625,2024 Sep
2023-11-22,ZQU24.CBT.High,95.214996337890625,2024 Sep
2023-11-22,ZQU24.CBT.Low,95.12000274658203,2024 Sep
2023-11-22,ZQU24.CBT.Close,95.154998779296875,2024 Sep
2023-11-22,ZQU24.CBT.Volume,1021,2024 Sep
2023-11-22,ZQU24.CBT.Adjusted,95.154998779296875,2024 Sep
2023-11-23,ZQU24.CBT.Open,NA,2024 Sep
2023-11-23,ZQU24.CBT.High,NA,2024 Sep
2023-11-23,ZQU24.CBT.Low,NA,2024 Sep
2023-11-23,ZQU24.CBT.Close,NA,2024 Sep
2023-11-23,ZQU24.CBT.Volume,NA,2024 Sep
2023-11-23,ZQU24.CBT.Adjusted,NA,2024 Sep
2023-11-24,ZQU24.CBT.Open,95.160003662109375,2024 Sep
2023-11-24,ZQU24.CBT.High,95.160003662109375,2024 Sep
2023-11-24,ZQU24.CBT.Low,95.11000061035156,2024 Sep
2023-11-24,ZQU24.CBT.Close,95.11000061035156,2024 Sep
2023-11-24,ZQU24.CBT.Volume,152,2024 Sep
2023-11-24,ZQU24.CBT.Adjusted,95.11000061035156,2024 Sep
2023-11-27,ZQU24.CBT.Open,95.1050033569336,2024 Sep
2023-11-27,ZQU24.CBT.High,95.154998779296875,2024 Sep
2023-11-27,ZQU24.CBT.Low,95.095001220703125,2024 Sep
2023-11-27,ZQU24.CBT.Close,95.13999938964844,2024 Sep
2023-11-27,ZQU24.CBT.Volume,912,2024 Sep
2023-11-27,ZQU24.CBT.Adjusted,95.13999938964844,2024 Sep
2023-11-28,ZQU24.CBT.Open,95.1449966430664,2024 Sep
2023-11-28,ZQU24.CBT.High,95.26499938964844,2024 Sep
2023-11-28,ZQU24.CBT.Low,95.12000274658203,2024 Sep
2023-11-28,ZQU24.CBT.Close,95.26000213623047,2024 Sep
2023-11-28,ZQU24.CBT.Volume,2301,2024 Sep
2023-11-28,ZQU24.CBT.Adjusted,95.26000213623047,2024 Sep
2023-11-29,ZQU24.CBT.Open,95.279998779296875,2024 Sep
2023-11-29,ZQU24.CBT.High,95.42500305175781,2024 Sep
2023-11-29,ZQU24.CBT.Low,95.2750015258789,2024 Sep
2023-11-29,ZQU24.CBT.Close,95.4000015258789,2024 Sep
2023-11-29,ZQU24.CBT.Volume,1571,2024 Sep
2023-11-29,ZQU24.CBT.Adjusted,95.4000015258789,2024 Sep
2023-11-30,ZQU24.CBT.Open,95.3949966430664,2024 Sep
2023-11-30,ZQU24.CBT.High,95.42500305175781,2024 Sep
2023-11-30,ZQU24.CBT.Low,95.32499694824219,2024 Sep
2023-11-30,ZQU24.CBT.Close,95.3499984741211,2024 Sep
2023-11-30,ZQU24.CBT.Volume,1529,2024 Sep
2023-11-30,ZQU24.CBT.Adjusted,95.3499984741211,2024 Sep
2023-12-01,ZQU24.CBT.Open,95.3949966430664,2024 Sep
2023-12-01,ZQU24.CBT.High,95.55500030517578,2024 Sep
2023-12-01,ZQU24.CBT.Low,95.3550033569336,2024 Sep
2023-12-01,ZQU24.CBT.Close,95.5250015258789,2024 Sep
2023-12-01,ZQU24.CBT.Volume,2205,2024 Sep
2023-12-01,ZQU24.CBT.Adjusted,95.5250015258789,2024 Sep
2023-12-04,ZQU24.CBT.Open,95.50499725341797,2024 Sep
2023-12-04,ZQU24.CBT.High,95.50499725341797,2024 Sep
2023-12-04,ZQU24.CBT.Low,95.43499755859375,2024 Sep
2023-12-04,ZQU24.CBT.Close,95.44999694824219,2024 Sep
2023-12-04,ZQU24.CBT.Volume,1323,2024 Sep
2023-12-04,ZQU24.CBT.Adjusted,95.44999694824219,2024 Sep
2023-12-05,ZQU24.CBT.Open,95.4749984741211,2024 Sep
2023-12-05,ZQU24.CBT.High,95.54499816894531,2024 Sep
2023-12-05,ZQU24.CBT.Low,95.464996337890625,2024 Sep
2023-12-05,ZQU24.CBT.Close,95.51499938964844,2024 Sep
2023-12-05,ZQU24.CBT.Volume,3039,2024 Sep
2023-12-05,ZQU24.CBT.Adjusted,95.51499938964844,2024 Sep
2023-12-06,ZQU24.CBT.Open,95.5,2024 Sep
2023-12-06,ZQU24.CBT.High,95.50499725341797,2024 Sep
2023-12-06,ZQU24.CBT.Low,95.45500183105469,2024 Sep
2023-12-06,ZQU24.CBT.Close,95.45999908447266,2024 Sep
2023-12-06,ZQU24.CBT.Volume,2282,2024 Sep
2023-12-06,ZQU24.CBT.Adjusted,95.45999908447266,2024 Sep
2023-12-07,ZQU24.CBT.Open,95.44999694824219,2024 Sep
2023-12-07,ZQU24.CBT.High,95.51000213623047,2024 Sep
2023-12-07,ZQU24.CBT.Low,95.42500305175781,2024 Sep
2023-12-07,ZQU24.CBT.Close,95.49500274658203,2024 Sep
2023-12-07,ZQU24.CBT.Volume,1615,2024 Sep
2023-12-07,ZQU24.CBT.Adjusted,95.49500274658203,2024 Sep
2023-12-08,ZQU24.CBT.Open,95.470001220703125,2024 Sep
2023-12-08,ZQU24.CBT.High,95.470001220703125,2024 Sep
2023-12-08,ZQU24.CBT.Low,95.32499694824219,2024 Sep
2023-12-08,ZQU24.CBT.Close,95.3499984741211,2024 Sep
2023-12-08,ZQU24.CBT.Volume,1580,2024 Sep
2023-12-08,ZQU24.CBT.Adjusted,95.3499984741211,2024 Sep
2023-12-11,ZQU24.CBT.Open,95.339996337890625,2024 Sep
2023-12-11,ZQU24.CBT.High,95.36499786376953,2024 Sep
2023-12-11,ZQU24.CBT.Low,95.30500030517578,2024 Sep
2023-12-11,ZQU24.CBT.Close,95.3499984741211,2024 Sep
2023-12-11,ZQU24.CBT.Volume,532,2024 Sep
2023-12-11,ZQU24.CBT.Adjusted,95.3499984741211,2024 Sep
2023-12-12,ZQU24.CBT.Open,95.37999725341797,2024 Sep
2023-12-12,ZQU24.CBT.High,95.43000030517578,2024 Sep
2023-12-12,ZQU24.CBT.Low,95.31999969482422,2024 Sep
2023-12-12,ZQU24.CBT.Close,95.339996337890625,2024 Sep
2023-12-12,ZQU24.CBT.Volume,1978,2024 Sep
2023-12-12,ZQU24.CBT.Adjusted,95.339996337890625,2024 Sep
2023-12-13,ZQU24.CBT.Open,95.345001220703125,2024 Sep
2023-12-13,ZQU24.CBT.High,95.68499755859375,2024 Sep
2023-12-13,ZQU24.CBT.Low,95.339996337890625,2024 Sep
2023-12-13,ZQU24.CBT.Close,95.6050033569336,2024 Sep
2023-12-13,ZQU24.CBT.Volume,3104,2024 Sep
2023-12-13,ZQU24.CBT.Adjusted,95.6050033569336,2024 Sep
2023-12-14,ZQU24.CBT.Open,95.69000244140625,2024 Sep
2023-12-14,ZQU24.CBT.High,95.82499694824219,2024 Sep
2023-12-14,ZQU24.CBT.Low,95.66500091552734,2024 Sep
2023-12-14,ZQU24.CBT.Close,95.66500091552734,2024 Sep
2023-12-14,ZQU24.CBT.Volume,1924,2024 Sep
2023-12-14,ZQU24.CBT.Adjusted,95.66500091552734,2024 Sep
2023-12-15,ZQU24.CBT.Open,95.660003662109375,2024 Sep
2023-12-15,ZQU24.CBT.High,95.69499969482422,2024 Sep
2023-12-15,ZQU24.CBT.Low,95.55500030517578,2024 Sep
2023-12-15,ZQU24.CBT.Close,95.595001220703125,2024 Sep
2023-12-15,ZQU24.CBT.Volume,11538,2024 Sep
2023-12-15,ZQU24.CBT.Adjusted,95.595001220703125,2024 Sep
2023-12-18,ZQU24.CBT.Open,95.6050033569336,2024 Sep
2023-12-18,ZQU24.CBT.High,95.6449966430664,2024 Sep
2023-12-18,ZQU24.CBT.Low,95.595001220703125,2024 Sep
2023-12-18,ZQU24.CBT.Close,95.6050033569336,2024 Sep
2023-12-18,ZQU24.CBT.Volume,2816,2024 Sep
2023-12-18,ZQU24.CBT.Adjusted,95.6050033569336,2024 Sep
2023-12-19,ZQU24.CBT.Open,95.6050033569336,2024 Sep
2023-12-19,ZQU24.CBT.High,95.654998779296875,2024 Sep
2023-12-19,ZQU24.CBT.Low,95.5999984741211,2024 Sep
2023-12-19,ZQU24.CBT.Close,95.63999938964844,2024 Sep
2023-12-19,ZQU24.CBT.Volume,2037,2024 Sep
2023-12-19,ZQU24.CBT.Adjusted,95.63999938964844,2024 Sep
2023-12-20,ZQU24.CBT.Open,95.63999938964844,2024 Sep
2023-12-20,ZQU24.CBT.High,95.785003662109375,2024 Sep
2023-12-20,ZQU24.CBT.Low,95.63999938964844,2024 Sep
2023-12-20,ZQU24.CBT.Close,95.720001220703125,2024 Sep
2023-12-20,ZQU24.CBT.Volume,3341,2024 Sep
2023-12-20,ZQU24.CBT.Adjusted,95.720001220703125,2024 Sep
2023-12-21,ZQU24.CBT.Open,95.76000213623047,2024 Sep
2023-12-21,ZQU24.CBT.High,95.80500030517578,2024 Sep
2023-12-21,ZQU24.CBT.Low,95.70999908447266,2024 Sep
2023-12-21,ZQU24.CBT.Close,95.75499725341797,2024 Sep
2023-12-21,ZQU24.CBT.Volume,6586,2024 Sep
2023-12-21,ZQU24.CBT.Adjusted,95.75499725341797,2024 Sep
2023-12-22,ZQU24.CBT.Open,95.76499938964844,2024 Sep
2023-12-22,ZQU24.CBT.High,95.81500244140625,2024 Sep
2023-12-22,ZQU24.CBT.Low,95.74500274658203,2024 Sep
2023-12-22,ZQU24.CBT.Close,95.79000091552734,2024 Sep
2023-12-22,ZQU24.CBT.Volume,1063,2024 Sep
2023-12-22,ZQU24.CBT.Adjusted,95.79000091552734,2024 Sep
2023-12-26,ZQU24.CBT.Open,95.79000091552734,2024 Sep
2023-12-26,ZQU24.CBT.High,95.79499816894531,2024 Sep
2023-12-26,ZQU24.CBT.Low,95.720001220703125,2024 Sep
2023-12-26,ZQU24.CBT.Close,95.74500274658203,2024 Sep
2023-12-26,ZQU24.CBT.Volume,765,2024 Sep
2023-12-26,ZQU24.CBT.Adjusted,95.74500274658203,2024 Sep
2023-12-27,ZQU24.CBT.Open,95.73999786376953,2024 Sep
2023-12-27,ZQU24.CBT.High,95.79499816894531,2024 Sep
2023-12-27,ZQU24.CBT.Low,95.73500061035156,2024 Sep
2023-12-27,ZQU24.CBT.Close,95.79000091552734,2024 Sep
2023-12-27,ZQU24.CBT.Volume,1327,2024 Sep
2023-12-27,ZQU24.CBT.Adjusted,95.79000091552734,2024 Sep
2023-12-28,ZQU24.CBT.Open,95.779998779296875,2024 Sep
2023-12-28,ZQU24.CBT.High,95.779998779296875,2024 Sep
2023-12-28,ZQU24.CBT.Low,95.73999786376953,2024 Sep
2023-12-28,ZQU24.CBT.Close,95.74500274658203,2024 Sep
2023-12-28,ZQU24.CBT.Volume,1088,2024 Sep
2023-12-28,ZQU24.CBT.Adjusted,95.74500274658203,2024 Sep
2023-12-29,ZQU24.CBT.Open,95.75,2024 Sep
2023-12-29,ZQU24.CBT.High,95.7750015258789,2024 Sep
2023-12-29,ZQU24.CBT.Low,95.714996337890625,2024 Sep
2023-12-29,ZQU24.CBT.Close,95.7699966430664,2024 Sep
2023-12-29,ZQU24.CBT.Volume,1198,2024 Sep
2023-12-29,ZQU24.CBT.Adjusted,95.7699966430664,2024 Sep
2024-01-02,ZQU24.CBT.Open,95.74500274658203,2024 Sep
2024-01-02,ZQU24.CBT.High,95.74500274658203,2024 Sep
2024-01-02,ZQU24.CBT.Low,95.68000030517578,2024 Sep
2024-01-02,ZQU24.CBT.Close,95.69999694824219,2024 Sep
2024-01-02,ZQU24.CBT.Volume,1972,2024 Sep
2024-01-02,ZQU24.CBT.Adjusted,95.69999694824219,2024 Sep
2024-01-03,ZQU24.CBT.Open,95.69499969482422,2024 Sep
2024-01-03,ZQU24.CBT.High,95.69499969482422,2024 Sep
2024-01-03,ZQU24.CBT.Low,95.62999725341797,2024 Sep
2024-01-03,ZQU24.CBT.Close,95.6500015258789,2024 Sep
2024-01-03,ZQU24.CBT.Volume,3899,2024 Sep
2024-01-03,ZQU24.CBT.Adjusted,95.6500015258789,2024 Sep
2024-01-04,ZQU24.CBT.Open,95.63999938964844,2024 Sep
2024-01-04,ZQU24.CBT.High,95.66500091552734,2024 Sep
2024-01-04,ZQU24.CBT.Low,95.56999969482422,2024 Sep
2024-01-04,ZQU24.CBT.Close,95.58000183105469,2024 Sep
2024-01-04,ZQU24.CBT.Volume,3052,2024 Sep
2024-01-04,ZQU24.CBT.Adjusted,95.58000183105469,2024 Sep
2024-01-05,ZQU24.CBT.Open,95.56999969482422,2024 Sep
2024-01-05,ZQU24.CBT.High,95.66999816894531,2024 Sep
2024-01-05,ZQU24.CBT.Low,95.470001220703125,2024 Sep
2024-01-05,ZQU24.CBT.Close,95.589996337890625,2024 Sep
2024-01-05,ZQU24.CBT.Volume,3769,2024 Sep
2024-01-05,ZQU24.CBT.Adjusted,95.589996337890625,2024 Sep
2024-01-08,ZQU24.CBT.Open,95.55999755859375,2024 Sep
2024-01-08,ZQU24.CBT.High,95.6500015258789,2024 Sep
2024-01-08,ZQU24.CBT.Low,95.54499816894531,2024 Sep
2024-01-08,ZQU24.CBT.Close,95.6050033569336,2024 Sep
2024-01-08,ZQU24.CBT.Volume,2461,2024 Sep
2024-01-08,ZQU24.CBT.Adjusted,95.6050033569336,2024 Sep
2024-01-09,ZQU24.CBT.Open,95.58000183105469,2024 Sep
2024-01-09,ZQU24.CBT.High,95.5999984741211,2024 Sep
2024-01-09,ZQU24.CBT.Low,95.56500244140625,2024 Sep
2024-01-09,ZQU24.CBT.Close,95.58000183105469,2024 Sep
2024-01-09,ZQU24.CBT.Volume,2731,2024 Sep
2024-01-09,ZQU24.CBT.Adjusted,95.58000183105469,2024 Sep
2024-01-10,ZQU24.CBT.Open,95.5999984741211,2024 Sep
2024-01-10,ZQU24.CBT.High,95.62999725341797,2024 Sep
2024-01-10,ZQU24.CBT.Low,95.595001220703125,2024 Sep
2024-01-10,ZQU24.CBT.Close,95.61000061035156,2024 Sep
2024-01-10,ZQU24.CBT.Volume,1765,2024 Sep
2024-01-10,ZQU24.CBT.Adjusted,95.61000061035156,2024 Sep
2024-01-11,ZQU24.CBT.Open,95.62000274658203,2024 Sep
2024-01-11,ZQU24.CBT.High,95.73500061035156,2024 Sep
2024-01-11,ZQU24.CBT.Low,95.56500244140625,2024 Sep
2024-01-11,ZQU24.CBT.Close,95.714996337890625,2024 Sep
2024-01-11,ZQU24.CBT.Volume,3684,2024 Sep
2024-01-11,ZQU24.CBT.Adjusted,95.714996337890625,2024 Sep
2024-01-12,ZQU24.CBT.Open,95.7300033569336,2024 Sep
2024-01-12,ZQU24.CBT.High,95.875,2024 Sep
2024-01-12,ZQU24.CBT.Low,95.69000244140625,2024 Sep
2024-01-12,ZQU24.CBT.Close,95.86000061035156,2024 Sep
2024-01-12,ZQU24.CBT.Volume,2991,2024 Sep
2024-01-12,ZQU24.CBT.Adjusted,95.86000061035156,2024 Sep
2024-01-16,ZQU24.CBT.Open,95.82499694824219,2024 Sep
2024-01-16,ZQU24.CBT.High,95.83000183105469,2024 Sep
2024-01-16,ZQU24.CBT.Low,95.70500183105469,2024 Sep
2024-01-16,ZQU24.CBT.Close,95.73500061035156,2024 Sep
2024-01-16,ZQU24.CBT.Volume,5010,2024 Sep
2024-01-16,ZQU24.CBT.Adjusted,95.73500061035156,2024 Sep
2024-01-17,ZQU24.CBT.Open,95.7249984741211,2024 Sep
2024-01-17,ZQU24.CBT.High,95.74500274658203,2024 Sep
2024-01-17,ZQU24.CBT.Low,95.56500244140625,2024 Sep
2024-01-17,ZQU24.CBT.Close,95.58499908447266,2024 Sep
2024-01-17,ZQU24.CBT.Volume,7491,2024 Sep
2024-01-17,ZQU24.CBT.Adjusted,95.58499908447266,2024 Sep
2024-01-18,ZQU24.CBT.Open,95.589996337890625,2024 Sep
2024-01-18,ZQU24.CBT.High,95.63999938964844,2024 Sep
2024-01-18,ZQU24.CBT.Low,95.55999755859375,2024 Sep
2024-01-18,ZQU24.CBT.Close,95.6050033569336,2024 Sep
2024-01-18,ZQU24.CBT.Volume,5250,2024 Sep
2024-01-18,ZQU24.CBT.Adjusted,95.6050033569336,2024 Sep
2024-01-19,ZQU24.CBT.Open,95.5999984741211,2024 Sep
2024-01-19,ZQU24.CBT.High,95.5999984741211,2024 Sep
2024-01-19,ZQU24.CBT.Low,95.50499725341797,2024 Sep
2024-01-19,ZQU24.CBT.Close,95.5199966430664,2024 Sep
2024-01-19,ZQU24.CBT.Volume,3663,2024 Sep
2024-01-19,ZQU24.CBT.Adjusted,95.5199966430664,2024 Sep
2024-01-22,ZQU24.CBT.Open,95.5250015258789,2024 Sep
2024-01-22,ZQU24.CBT.High,95.55000305175781,2024 Sep
2024-01-22,ZQU24.CBT.Low,95.51499938964844,2024 Sep
2024-01-22,ZQU24.CBT.Close,95.535003662109375,2024 Sep
2024-01-22,ZQU24.CBT.Volume,1581,2024 Sep
2024-01-22,ZQU24.CBT.Adjusted,95.535003662109375,2024 Sep
2024-01-23,ZQU24.CBT.Open,95.51499938964844,2024 Sep
2024-01-23,ZQU24.CBT.High,95.55500030517578,2024 Sep
2024-01-23,ZQU24.CBT.Low,95.5,2024 Sep
2024-01-23,ZQU24.CBT.Close,95.535003662109375,2024 Sep
2024-01-23,ZQU24.CBT.Volume,1992,2024 Sep
2024-01-23,ZQU24.CBT.Adjusted,95.535003662109375,2024 Sep
2024-01-24,ZQU24.CBT.Open,95.55500030517578,2024 Sep
2024-01-24,ZQU24.CBT.High,95.589996337890625,2024 Sep
2024-01-24,ZQU24.CBT.Low,95.51000213623047,2024 Sep
2024-01-24,ZQU24.CBT.Close,95.5199966430664,2024 Sep
2024-01-24,ZQU24.CBT.Volume,4191,2024 Sep
2024-01-24,ZQU24.CBT.Adjusted,95.5199966430664,2024 Sep
2024-01-25,ZQU24.CBT.Open,95.51000213623047,2024 Sep
2024-01-25,ZQU24.CBT.High,95.5999984741211,2024 Sep
2024-01-25,ZQU24.CBT.Low,95.5,2024 Sep
2024-01-25,ZQU24.CBT.Close,95.589996337890625,2024 Sep
2024-01-25,ZQU24.CBT.Volume,2104,2024 Sep
2024-01-25,ZQU24.CBT.Adjusted,95.589996337890625,2024 Sep
2024-01-26,ZQU24.CBT.Open,95.5999984741211,2024 Sep
2024-01-26,ZQU24.CBT.High,95.61499786376953,2024 Sep
2024-01-26,ZQU24.CBT.Low,95.535003662109375,2024 Sep
2024-01-26,ZQU24.CBT.Close,95.535003662109375,2024 Sep
2024-01-26,ZQU24.CBT.Volume,1747,2024 Sep
2024-01-26,ZQU24.CBT.Adjusted,95.535003662109375,2024 Sep
2024-01-29,ZQU24.CBT.Open,95.55000305175781,2024 Sep
2024-01-29,ZQU24.CBT.High,95.56500244140625,2024 Sep
2024-01-29,ZQU24.CBT.Low,95.54499816894531,2024 Sep
2024-01-29,ZQU24.CBT.Close,95.55500030517578,2024 Sep
2024-01-29,ZQU24.CBT.Volume,956,2024 Sep
2024-01-29,ZQU24.CBT.Adjusted,95.55500030517578,2024 Sep
2024-01-30,ZQU24.CBT.Open,95.55000305175781,2024 Sep
2024-01-30,ZQU24.CBT.High,95.56500244140625,2024 Sep
2024-01-30,ZQU24.CBT.Low,95.4800033569336,2024 Sep
2024-01-30,ZQU24.CBT.Close,95.50499725341797,2024 Sep
2024-01-30,ZQU24.CBT.Volume,2994,2024 Sep
2024-01-30,ZQU24.CBT.Adjusted,95.50499725341797,2024 Sep
2024-01-31,ZQU24.CBT.Open,95.5199966430664,2024 Sep
2024-01-31,ZQU24.CBT.High,95.7300033569336,2024 Sep
2024-01-31,ZQU24.CBT.Low,95.5199966430664,2024 Sep
2024-01-31,ZQU24.CBT.Close,95.6500015258789,2024 Sep
2024-01-31,ZQU24.CBT.Volume,6101,2024 Sep
2024-01-31,ZQU24.CBT.Adjusted,95.6500015258789,2024 Sep
2024-02-01,ZQU24.CBT.Open,95.63500213623047,2024 Sep
2024-02-01,ZQU24.CBT.High,95.70999908447266,2024 Sep
2024-02-01,ZQU24.CBT.Low,95.589996337890625,2024 Sep
2024-02-01,ZQU24.CBT.Close,95.6449966430664,2024 Sep
2024-02-01,ZQU24.CBT.Volume,3395,2024 Sep
2024-02-01,ZQU24.CBT.Adjusted,95.6449966430664,2024 Sep
2024-02-02,ZQU24.CBT.Open,95.63999938964844,2024 Sep
2024-02-02,ZQU24.CBT.High,95.63999938964844,2024 Sep
2024-02-02,ZQU24.CBT.Low,95.37999725341797,2024 Sep
2024-02-02,ZQU24.CBT.Close,95.43000030517578,2024 Sep
2024-02-02,ZQU24.CBT.Volume,9180,2024 Sep
2024-02-02,ZQU24.CBT.Adjusted,95.43000030517578,2024 Sep
2024-02-05,ZQU24.CBT.Open,95.41999816894531,2024 Sep
2024-02-05,ZQU24.CBT.High,95.41999816894531,2024 Sep
2024-02-05,ZQU24.CBT.Low,95.33499908447266,2024 Sep
2024-02-05,ZQU24.CBT.Close,95.3550033569336,2024 Sep
2024-02-05,ZQU24.CBT.Volume,3848,2024 Sep
2024-02-05,ZQU24.CBT.Adjusted,95.3550033569336,2024 Sep
2024-02-06,ZQU24.CBT.Open,95.3499984741211,2024 Sep
2024-02-06,ZQU24.CBT.High,95.44499969482422,2024 Sep
2024-02-06,ZQU24.CBT.Low,95.345001220703125,2024 Sep
2024-02-06,ZQU24.CBT.Close,95.41500091552734,2024 Sep
2024-02-06,ZQU24.CBT.Volume,2333,2024 Sep
2024-02-06,ZQU24.CBT.Adjusted,95.41500091552734,2024 Sep
2024-02-07,ZQU24.CBT.Open,95.43000030517578,2024 Sep
2024-02-07,ZQU24.CBT.High,95.45500183105469,2024 Sep
2024-02-07,ZQU24.CBT.Low,95.3949966430664,2024 Sep
2024-02-07,ZQU24.CBT.Close,95.41500091552734,2024 Sep
2024-02-07,ZQU24.CBT.Volume,1955,2024 Sep
2024-02-07,ZQU24.CBT.Adjusted,95.41500091552734,2024 Sep
2024-02-08,ZQU24.CBT.Open,95.404998779296875,2024 Sep
2024-02-08,ZQU24.CBT.High,95.410003662109375,2024 Sep
2024-02-08,ZQU24.CBT.Low,95.37000274658203,2024 Sep
2024-02-08,ZQU24.CBT.Close,95.37999725341797,2024 Sep
2024-02-08,ZQU24.CBT.Volume,2523,2024 Sep
2024-02-08,ZQU24.CBT.Adjusted,95.37999725341797,2024 Sep
2024-02-09,ZQU24.CBT.Open,95.38500213623047,2024 Sep
2024-02-09,ZQU24.CBT.High,95.410003662109375,2024 Sep
2024-02-09,ZQU24.CBT.Low,95.33000183105469,2024 Sep
2024-02-09,ZQU24.CBT.Close,95.33499908447266,2024 Sep
2024-02-09,ZQU24.CBT.Volume,2757,2024 Sep
2024-02-09,ZQU24.CBT.Adjusted,95.33499908447266,2024 Sep
2024-02-12,ZQU24.CBT.Open,95.3499984741211,2024 Sep
2024-02-12,ZQU24.CBT.High,95.3550033569336,2024 Sep
2024-02-12,ZQU24.CBT.Low,95.32499694824219,2024 Sep
2024-02-12,ZQU24.CBT.Close,95.33499908447266,2024 Sep
2024-02-12,ZQU24.CBT.Volume,1692,2024 Sep
2024-02-12,ZQU24.CBT.Adjusted,95.33499908447266,2024 Sep
2024-02-13,ZQU24.CBT.Open,95.33000183105469,2024 Sep
2024-02-13,ZQU24.CBT.High,95.345001220703125,2024 Sep
2024-02-13,ZQU24.CBT.Low,95.12999725341797,2024 Sep
2024-02-13,ZQU24.CBT.Close,95.1449966430664,2024 Sep
2024-02-13,ZQU24.CBT.Volume,5741,2024 Sep
2024-02-13,ZQU24.CBT.Adjusted,95.1449966430664,2024 Sep
2024-02-14,ZQU24.CBT.Open,95.13500213623047,2024 Sep
2024-02-14,ZQU24.CBT.High,95.220001220703125,2024 Sep
2024-02-14,ZQU24.CBT.Low,95.13500213623047,2024 Sep
2024-02-14,ZQU24.CBT.Close,95.19999694824219,2024 Sep
2024-02-14,ZQU24.CBT.Volume,5487,2024 Sep
2024-02-14,ZQU24.CBT.Adjusted,95.19999694824219,2024 Sep
2024-02-15,ZQU24.CBT.Open,95.19999694824219,2024 Sep
2024-02-15,ZQU24.CBT.High,95.26000213623047,2024 Sep
2024-02-15,ZQU24.CBT.Low,95.18000030517578,2024 Sep
2024-02-15,ZQU24.CBT.Close,95.20500183105469,2024 Sep
2024-02-15,ZQU24.CBT.Volume,2179,2024 Sep
2024-02-15,ZQU24.CBT.Adjusted,95.20500183105469,2024 Sep
2024-02-16,ZQU24.CBT.Open,95.18499755859375,2024 Sep
2024-02-16,ZQU24.CBT.High,95.18499755859375,2024 Sep
2024-02-16,ZQU24.CBT.Low,95.06500244140625,2024 Sep
2024-02-16,ZQU24.CBT.Close,95.1449966430664,2024 Sep
2024-02-16,ZQU24.CBT.Volume,4927,2024 Sep
2024-02-16,ZQU24.CBT.Adjusted,95.1449966430664,2024 Sep
2024-02-20,ZQU24.CBT.Open,95.1449966430664,2024 Sep
2024-02-20,ZQU24.CBT.High,95.19999694824219,2024 Sep
2024-02-20,ZQU24.CBT.Low,95.13999938964844,2024 Sep
2024-02-20,ZQU24.CBT.Close,95.16500091552734,2024 Sep
2024-02-20,ZQU24.CBT.Volume,2727,2024 Sep
2024-02-20,ZQU24.CBT.Adjusted,95.16500091552734,2024 Sep
2024-02-21,ZQU24.CBT.Open,95.17500305175781,2024 Sep
2024-02-21,ZQU24.CBT.High,95.19000244140625,2024 Sep
2024-02-21,ZQU24.CBT.Low,95.12000274658203,2024 Sep
2024-02-21,ZQU24.CBT.Close,95.13500213623047,2024 Sep
2024-02-21,ZQU24.CBT.Volume,3115,2024 Sep
2024-02-21,ZQU24.CBT.Adjusted,95.13500213623047,2024 Sep
2024-02-22,ZQU24.CBT.Open,95.125,2024 Sep
2024-02-22,ZQU24.CBT.High,95.13500213623047,2024 Sep
2024-02-22,ZQU24.CBT.Low,95.07499694824219,2024 Sep
2024-02-22,ZQU24.CBT.Close,95.08499908447266,2024 Sep
2024-02-22,ZQU24.CBT.Volume,3267,2024 Sep
2024-02-22,ZQU24.CBT.Adjusted,95.08499908447266,2024 Sep
2024-02-23,ZQU24.CBT.Open,95.08499908447266,2024 Sep
2024-02-23,ZQU24.CBT.High,95.1050033569336,2024 Sep
2024-02-23,ZQU24.CBT.Low,95.05000305175781,2024 Sep
2024-02-23,ZQU24.CBT.Close,95.08499908447266,2024 Sep
