date,act_symbol,expiration,strike,call_put,bid,ask,vol,delta,gamma,theta,vega,rho
2025-04-02,AAPL,2025-04-17,180.00,Call,44.10,45.35,0.6365,0.9625,0.0028,-0.1132,0.0377,0.0701
2025-04-02,AAPL,2025-04-17,180.00,Put,0.15,0.16,0.5275,-0.0173,0.0017,-0.0334,0.0194,-0.0016
2025-04-02,AAPL,2025-04-17,185.00,Call,39.20,40.00,0.5345,0.9674,0.0030,-0.0941,0.0337,0.0726
2025-04-02,AAPL,2025-04-17,185.00,Put,0.19,0.20,0.4878,-0.0228,0.0024,-0.0389,0.0245,-0.0021
2025-04-02,AAPL,2025-04-17,190.00,Call,34.35,34.75,0.4555,0.9683,0.0035,-0.0847,0.0329,0.0748
2025-04-02,AAPL,2025-04-17,190.00,Put,0.25,0.26,0.4503,-0.0310,0.0034,-0.0464,0.0317,-0.0029
2025-04-02,AAPL,2025-04-17,195.00,Call,29.35,29.90,0.4125,0.9579,0.0048,-0.0917,0.0414,0.0759
2025-04-02,AAPL,2025-04-17,195.00,Put,0.33,0.36,0.4142,-0.0435,0.0049,-0.0560,0.0418,-0.0041
2025-04-02,AAPL,2025-04-17,202.50,Call,22.45,22.75,0.3795,0.9164,0.0089,-0.1223,0.0702,0.0750
2025-04-02,AAPL,2025-04-17,202.50,Put,0.60,0.64,0.3682,-0.0793,0.0088,-0.0794,0.0676,-0.0070
2025-04-02,AAPL,2025-04-17,205.00,Call,20.00,20.25,0.3607,0.8986,0.0109,-0.1308,0.0809,0.0743
2025-04-02,AAPL,2025-04-17,205.00,Put,0.76,0.79,0.3548,-0.0987,0.0108,-0.0897,0.0810,-0.0087
2025-04-02,AAPL,2025-04-17,210.00,Call,15.50,15.70,0.3346,0.8439,0.0158,-0.1535,0.1089,0.0711
2025-04-02,AAPL,2025-04-17,210.00,Put,1.22,1.28,0.3306,-0.1548,0.0159,-0.1134,0.1076,-0.0135
2025-04-02,AAPL,2025-04-17,215.00,Call,11.45,11.55,0.3132,0.7616,0.0218,-0.1757,0.1408,0.0653
2025-04-02,AAPL,2025-04-17,215.00,Put,2.03,2.13,0.3112,-0.2420,0.0223,-0.1384,0.1402,-0.0206
2025-04-02,AAPL,2025-04-17,220.00,Call,7.65,7.80,0.2944,0.6400,0.0280,-0.1914,0.1699,0.0556
2025-04-02,AAPL,2025-04-17,220.00,Put,3.30,3.45,0.2917,-0.3630,0.0287,-0.1530,0.1717,-0.0297
